"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.00000000000E+009, -1.00031136074E-001, +5.47210899089E-001
+4.00002000200E+009, -9.52849687169E-002, +5.48082966543E-001
+4.00004000400E+009, -9.05688407716E-002, +5.48955122683E-001
+4.00006000600E+009, -8.58367479692E-002, +5.49633062258E-001
+4.00008000800E+009, -8.11443575103E-002, +5.50318705264E-001
+4.00010001000E+009, -7.64049984418E-002, +5.51046933241E-001
+4.00012001200E+009, -7.16396653364E-002, +5.51633333966E-001
+4.00014001400E+009, -6.69295028656E-002, +5.52109495484E-001
+4.00016001600E+009, -6.21528628054E-002, +5.52719564798E-001
+4.00018001800E+009, -5.73690774770E-002, +5.53197546864E-001
+4.00020002000E+009, -5.26266273720E-002, +5.53576543959E-001
+4.00022002200E+009, -4.78130797800E-002, +5.54050375160E-001
+4.00024002400E+009, -4.29658308357E-002, +5.54534414014E-001
+4.00026002600E+009, -3.81661430878E-002, +5.54785401451E-001
+4.00028002800E+009, -3.33517975872E-002, +5.55119432048E-001
+4.00030003000E+009, -2.85046089871E-002, +5.55433616867E-001
+4.00032003200E+009, -2.36533235695E-002, +5.55630858265E-001
+4.00034003400E+009, -1.88283215114E-002, +5.55749478414E-001
+4.00036003600E+009, -1.39239692370E-002, +5.55903816076E-001
+4.00038003800E+009, -9.07799636480E-003, +5.55988397891E-001
+4.00040004000E+009, -4.25243384366E-003, +5.55925457341E-001
+4.00042004200E+009, +6.83532037622E-004, +5.56008896822E-001
+4.00044004400E+009, +5.61624982348E-003, +5.56019424002E-001
+4.00046004600E+009, +1.03962596493E-002, +5.55853559351E-001
+4.00048004800E+009, +1.53294129619E-002, +5.55799255701E-001
+4.00050005001E+009, +2.03098916641E-002, +5.55645711916E-001
+4.00052005201E+009, +2.51843990245E-002, +5.55386446786E-001
+4.00054005401E+009, +3.00754329658E-002, +5.55065948985E-001
+4.00056005601E+009, +3.51115223569E-002, +5.54829666660E-001
+4.00058005801E+009, +3.99833064024E-002, +5.54406357656E-001
+4.00060006001E+009, +4.49739399610E-002, +5.53932767940E-001
+4.00062006201E+009, +4.99085600011E-002, +5.53456977306E-001
+4.00064006401E+009, +5.49161452877E-002, +5.53018148467E-001
+4.00066006601E+009, +5.98045620416E-002, +5.52476232707E-001
+4.00068006801E+009, +6.48306620174E-002, +5.51876169187E-001
+4.00070007001E+009, +6.98097649346E-002, +5.51183366300E-001
+4.00072007201E+009, +7.47565636424E-002, +5.50489511683E-001
+4.00074007401E+009, +7.98438395418E-002, +5.49781323011E-001
+4.00076007601E+009, +8.48772131774E-002, +5.49015874801E-001
+4.00078007801E+009, +8.97517340704E-002, +5.48051739257E-001
+4.00080008001E+009, +9.48869671677E-002, +5.47221664576E-001
+4.00082008201E+009, +9.99411979102E-002, +5.46347643281E-001
+4.00084008401E+009, +1.04996560243E-001, +5.45331592533E-001
+4.00086008601E+009, +1.10066367397E-001, +5.44315781477E-001
+4.00088008801E+009, +1.15100541534E-001, +5.43170880809E-001
+4.00090009001E+009, +1.20246197746E-001, +5.41997280282E-001
+4.00092009201E+009, +1.25209099407E-001, +5.40695579294E-001
+4.00094009401E+009, +1.30397374837E-001, +5.39465571751E-001
+4.00096009601E+009, +1.35545904513E-001, +5.38253955518E-001
+4.00098009801E+009, +1.40622217899E-001, +5.36823483021E-001
+4.00100010001E+009, +1.45719707045E-001, +5.35384890932E-001
+4.00102010201E+009, +1.50994622173E-001, +5.33928958243E-001
+4.00104010401E+009, +1.56124600114E-001, +5.32350019097E-001
+4.00106010601E+009, +1.61307608918E-001, +5.30681296580E-001
+4.00108010801E+009, +1.66640245360E-001, +5.29103417848E-001
+4.00110011001E+009, +1.71814277737E-001, +5.27367757526E-001
+4.00112011201E+009, +1.77031268579E-001, +5.25420600163E-001
+4.00114011401E+009, +1.82374388958E-001, +5.23536878306E-001
+4.00116011601E+009, +1.87688146463E-001, +5.21612119153E-001
+4.00118011801E+009, +1.92817682707E-001, +5.19427621560E-001
+4.00120012001E+009, +1.98225822257E-001, +5.17212114840E-001
+4.00122012201E+009, +2.03725831484E-001, +5.15105519380E-001
+4.00124012401E+009, +2.09065798487E-001, +5.12812228966E-001
+4.00126012601E+009, +2.14519595578E-001, +5.10381969943E-001
+4.00128012801E+009, +2.20034958948E-001, +5.07842068291E-001
+4.00130013001E+009, +2.25464053956E-001, +5.05207746287E-001
+4.00132013201E+009, +2.31046507879E-001, +5.02540040953E-001
+4.00134013401E+009, +2.36675550073E-001, +4.99770354456E-001
+4.00136013601E+009, +2.42344877965E-001, +4.96809652102E-001
+4.00138013801E+009, +2.47926660508E-001, +4.93582199213E-001
+4.00140014001E+009, +2.53611789964E-001, +4.90346328733E-001
+4.00142014201E+009, +2.59540859086E-001, +4.87064957368E-001
+4.00144014401E+009, +2.65283888985E-001, +4.83372511067E-001
+4.00146014601E+009, +2.71258499704E-001, +4.79692936608E-001
+4.00148014801E+009, +2.77459324768E-001, +4.75831209905E-001
