"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+5.00000000000E+009, -2.34136681615E-001, -1.49963875738E-001
+5.00002000200E+009, -2.35310686395E-001, -1.47974668669E-001
+5.00004000400E+009, -2.36419023852E-001, -1.46177386118E-001
+5.00006000600E+009, -2.37573868865E-001, -1.44251487437E-001
+5.00008000800E+009, -2.38808559411E-001, -1.42475498002E-001
+5.00010001000E+009, -2.39883412071E-001, -1.40577430217E-001
+5.00012001200E+009, -2.41031904784E-001, -1.38698209312E-001
+5.00014001400E+009, -2.42172100370E-001, -1.36776426321E-001
+5.00016001600E+009, -2.43258730031E-001, -1.34894369632E-001
+5.00018001800E+009, -2.44197053320E-001, -1.32967748169E-001
+5.00020002000E+009, -2.45320277313E-001, -1.31011352485E-001
+5.00022002200E+009, -2.46355164048E-001, -1.28925174946E-001
+5.00024002400E+009, -2.47387354652E-001, -1.27146750697E-001
+5.00026002600E+009, -2.48284117452E-001, -1.25154473866E-001
+5.00028002800E+009, -2.49273485786E-001, -1.23215586260E-001
+5.00030003000E+009, -2.50231241387E-001, -1.21340218482E-001
+5.00032003200E+009, -2.51291648068E-001, -1.19261140277E-001
+5.00034003400E+009, -2.52206635592E-001, -1.17242547243E-001
+5.00036003600E+009, -2.53196545379E-001, -1.15258933265E-001
+5.00038003800E+009, -2.54007646757E-001, -1.13326176089E-001
+5.00040004000E+009, -2.54956791153E-001, -1.11225493790E-001
+5.00042004200E+009, -2.55824590367E-001, -1.09265792840E-001
+5.00044004400E+009, -2.56667990258E-001, -1.07237226274E-001
+5.00046004600E+009, -2.57515715168E-001, -1.05209381329E-001
+5.00048004800E+009, -2.58311754743E-001, -1.03138516937E-001
+5.00050005001E+009, -2.59194660648E-001, -1.01100899806E-001
+5.00052005201E+009, -2.60053464106E-001, -9.90530923871E-002
+5.00054005401E+009, -2.60839455425E-001, -9.70231425698E-002
+5.00056005601E+009, -2.61520405152E-001, -9.49249538143E-002
+5.00058005801E+009, -2.62218698428E-001, -9.29218800098E-002
+5.00060006001E+009, -2.62998666075E-001, -9.08722132877E-002
+5.00062006201E+009, -2.63812170315E-001, -8.87213423778E-002
+5.00064006401E+009, -2.64411421346E-001, -8.66694558095E-002
+5.00066006601E+009, -2.65140440729E-001, -8.45342738767E-002
+5.00068006801E+009, -2.65800047357E-001, -8.24075751860E-002
+5.00070007001E+009, -2.66382824723E-001, -8.03780652839E-002
+5.00072007201E+009, -2.67077416572E-001, -7.82282956294E-002
+5.00074007401E+009, -2.67742466925E-001, -7.61004170296E-002
+5.00076007601E+009, -2.68318971026E-001, -7.39868200231E-002
+5.00078007801E+009, -2.68908427583E-001, -7.18829094965E-002
+5.00080008001E+009, -2.69460002924E-001, -6.97655311635E-002
+5.00082008201E+009, -2.70067009988E-001, -6.76933250133E-002
+5.00084008401E+009, -2.70556735821E-001, -6.55621347290E-002
+5.00086008601E+009, -2.71080470320E-001, -6.34080393555E-002
+5.00088008801E+009, -2.71722362352E-001, -6.12397221054E-002
+5.00090009001E+009, -2.72139538263E-001, -5.90581832473E-002
+5.00092009201E+009, -2.72603874959E-001, -5.70575740682E-002
+5.00094009401E+009, -2.72990604549E-001, -5.47586522073E-002
+5.00096009601E+009, -2.73448787369E-001, -5.26628083008E-002
+5.00098009801E+009, -2.73873747155E-001, -5.03732250957E-002
+5.00100010001E+009, -2.74367164734E-001, -4.82767510710E-002
+5.00102010201E+009, -2.74756873476E-001, -4.61128645751E-002
+5.00104010401E+009, -2.75025743263E-001, -4.38932257280E-002
+5.00106010601E+009, -2.75381483895E-001, -4.17087168433E-002
+5.00108010801E+009, -2.75720254179E-001, -3.95360472137E-002
+5.00110011001E+009, -2.76040923516E-001, -3.73935057808E-002
+5.00112011201E+009, -2.76325677662E-001, -3.51824756907E-002
+5.00114011401E+009, -2.76574975191E-001, -3.30317396253E-002
+5.00116011601E+009, -2.76874969201E-001, -3.08785332337E-002
+5.00118011801E+009, -2.77134357391E-001, -2.86845253658E-002
+5.00120012001E+009, -2.77295216316E-001, -2.64604626045E-002
+5.00122012201E+009, -2.77464030724E-001, -2.42155947570E-002
+5.00124012401E+009, -2.77766554712E-001, -2.21438246639E-002
+5.00126012601E+009, -2.78013841318E-001, -1.98242028594E-002
+5.00128012801E+009, -2.78058601375E-001, -1.76807480772E-002
+5.00130013001E+009, -2.78175484962E-001, -1.55253209280E-002
+5.00132013201E+009, -2.78418669260E-001, -1.33184054817E-002
+5.00134013401E+009, -2.78523638194E-001, -1.10426863703E-002
+5.00136013601E+009, -2.78494907192E-001, -8.95286808459E-003
+5.00138013801E+009, -2.78548520538E-001, -6.60776723339E-003
+5.00140014001E+009, -2.78734061757E-001, -4.47845002530E-003
+5.00142014201E+009, -2.78737239197E-001, -2.18646205626E-003
+5.00144014401E+009, -2.78744129127E-001, -5.57110727092E-005
+5.00146014601E+009, -2.78791805926E-001, +2.20689371801E-003
+5.00148014801E+009, -2.78716090083E-001, +4.42236828507E-003
+5.00150015002E+009, -2.78726361644E-001, +6.60408646152E-003
+5.00152015202E+009, -2.78700590358E-001, +8.77570101035E-003
+5.00154015402E+009, -2.78588263544E-001, +1.10151765055E-002
+5.00156015602E+009, -2.78492360504E-001, +1.32044202456E-002
+5.00158015802E+009, -2.78403614016E-001, +1.54449814001E-002
+5.00160016002E+009, -2.78342537147E-001, +1.75476522489E-002
+5.00162016202E+009, -2.78169157079E-001, +1.97980655810E-002
+5.00164016402E+009, -2.77989287709E-001, +2.20572902246E-002
+5.00166016602E+009, -2.77919227715E-001, +2.42581087734E-002
+5.00168016802E+009, -2.77635981757E-001, +2.64996783878E-002
+5.00170017002E+009, -2.77519873395E-001, +2.86709438841E-002
+5.00172017202E+009, -2.77285917193E-001, +3.08707210652E-002
+5.00174017402E+009, -2.77051211432E-001, +3.29734738192E-002
+5.00176017602E+009, -2.76742336608E-001, +3.51825197431E-002
+5.00178017802E+009, -2.76537632453E-001, +3.74237846621E-002
+5.00180018002E+009, -2.76223913413E-001, +3.96553354738E-002
+5.00182018202E+009, -2.75827185382E-001, +4.17212247010E-002
