"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+5.40000000000E+009, +1.36192838693E-001, +2.05698375358E-001
+5.40002000200E+009, +1.38686028592E-001, +2.04229082986E-001
+5.40004000400E+009, +1.41037006821E-001, +2.02649321717E-001
+5.40006000600E+009, +1.43270284838E-001, +2.01096233726E-001
+5.40008000800E+009, +1.45561970102E-001, +1.99698922821E-001
+5.40010001000E+009, +1.47718523800E-001, +1.98123689444E-001
+5.40012001200E+009, +1.49874022478E-001, +1.96561387350E-001
+5.40014001400E+009, +1.51925668558E-001, +1.94942253475E-001
+5.40016001600E+009, +1.53901344876E-001, +1.93396861149E-001
+5.40018001800E+009, +1.55842900959E-001, +1.91827607177E-001
+5.40020002000E+009, +1.57871996756E-001, +1.90234833737E-001
+5.40022002200E+009, +1.59856693862E-001, +1.88724340630E-001
+5.40024002400E+009, +1.61734936204E-001, +1.87128015609E-001
+5.40026002600E+009, +1.63665894848E-001, +1.85450026276E-001
+5.40028002800E+009, +1.65356336465E-001, +1.83829928456E-001
+5.40030003000E+009, +1.67188409624E-001, +1.82194714249E-001
+5.40032003200E+009, +1.68954764340E-001, +1.80511288895E-001
+5.40034003400E+009, +1.70642000571E-001, +1.78863334994E-001
+5.40036003600E+009, +1.72398701042E-001, +1.77241995065E-001
+5.40038003800E+009, +1.74056174966E-001, +1.75513736246E-001
+5.40040004000E+009, +1.75715767580E-001, +1.73764882397E-001
+5.40042004200E+009, +1.77274921554E-001, +1.72141418108E-001
+5.40044004400E+009, +1.78854193076E-001, +1.70347656088E-001
+5.40046004600E+009, +1.80536873090E-001, +1.68696915611E-001
+5.40048004800E+009, +1.82002005453E-001, +1.66951236650E-001
+5.40050005001E+009, +1.83530046362E-001, +1.65196113444E-001
+5.40052005201E+009, +1.85100286873E-001, +1.63338214068E-001
+5.40054005401E+009, +1.86428924802E-001, +1.61603701628E-001
+5.40056005601E+009, +1.87940276400E-001, +1.59839440299E-001
+5.40058005801E+009, +1.89314282794E-001, +1.58054785423E-001
+5.40060006001E+009, +1.90768087674E-001, +1.56180128831E-001
+5.40062006201E+009, +1.92070159288E-001, +1.54340697517E-001
+5.40064006401E+009, +1.93354255375E-001, +1.52475162361E-001
+5.40066006601E+009, +1.94746558105E-001, +1.50713800467E-001
+5.40068006801E+009, +1.95918946375E-001, +1.48821788591E-001
+5.40070007001E+009, +1.97183036257E-001, +1.46922513577E-001
+5.40072007201E+009, +1.98534979548E-001, +1.45018561680E-001
+5.40074007401E+009, +1.99594093428E-001, +1.43044058089E-001
+5.40076007601E+009, +2.00794138635E-001, +1.41182692279E-001
+5.40078007801E+009, +2.01978494229E-001, +1.39255170532E-001
+5.40080008001E+009, +2.02922658967E-001, +1.37360894749E-001
+5.40082008201E+009, +2.04069345747E-001, +1.35430909764E-001
+5.40084008401E+009, +2.05126458262E-001, +1.33490636555E-001
+5.40086008601E+009, +2.06150779145E-001, +1.31508803905E-001
+5.40088008801E+009, +2.06979263577E-001, +1.29640598469E-001
+5.40090009001E+009, +2.07948663345E-001, +1.27668881020E-001
+5.40092009201E+009, +2.08872104220E-001, +1.25736407309E-001
+5.40094009401E+009, +2.09707657610E-001, +1.23695327473E-001
+5.40096009601E+009, +2.10486414915E-001, +1.21758655947E-001
+5.40098009801E+009, +2.11303751775E-001, +1.19761137933E-001
+5.40100010001E+009, +2.12103225355E-001, +1.17949236067E-001
+5.40102010201E+009, +2.12735025493E-001, +1.15897488729E-001
+5.40104010401E+009, +2.13412507000E-001, +1.14047556524E-001
+5.40106010601E+009, +2.14023596327E-001, +1.12177216804E-001
+5.40108010801E+009, +2.14476826429E-001, +1.10223932066E-001
+5.40110011001E+009, +2.14999762396E-001, +1.08433742865E-001
+5.40112011201E+009, +2.15562387306E-001, +1.06702297733E-001
+5.40114011401E+009, +2.15933060584E-001, +1.04722806841E-001
+5.40116011601E+009, +2.16427956195E-001, +1.03003524696E-001
+5.40118011801E+009, +2.16772603359E-001, +1.01278939405E-001
+5.40120012001E+009, +2.17191988986E-001, +9.96227203550E-002
+5.40122012201E+009, +2.17566947991E-001, +9.79626837128E-002
+5.40124012401E+009, +2.17847618100E-001, +9.63687344299E-002
+5.40126012601E+009, +2.18150797123E-001, +9.48822203583E-002
+5.40128012801E+009, +2.18599410463E-001, +9.34291970169E-002
+5.40130013001E+009, +2.18962062182E-001, +9.20020490265E-002
+5.40132013201E+009, +2.19318935432E-001, +9.06000716246E-002
+5.40134013401E+009, +2.19682008402E-001, +8.93657524313E-002
+5.40136013601E+009, +2.20093089089E-001, +8.81789402965E-002
+5.40138013801E+009, +2.20687624893E-001, +8.68427117390E-002
+5.40140014001E+009, +2.21100201617E-001, +8.56994757260E-002
+5.40142014201E+009, +2.21745214849E-001, +8.44640799088E-002
+5.40144014401E+009, +2.22482265093E-001, +8.34734031630E-002
+5.40146014601E+009, +2.23155836454E-001, +8.22196265313E-002
+5.40148014801E+009, +2.23918386737E-001, +8.10518101095E-002
+5.40150015002E+009, +2.24849616692E-001, +7.97586695886E-002
+5.40152015202E+009, +2.25704512104E-001, +7.86346052831E-002
+5.40154015402E+009, +2.26777463203E-001, +7.73598634232E-002
+5.40156015602E+009, +2.27743240872E-001, +7.59921148376E-002
+5.40158015802E+009, +2.28795916883E-001, +7.45944550128E-002
+5.40160016002E+009, +2.29896197547E-001, +7.32164369806E-002
+5.40162016202E+009, +2.31108078143E-001, +7.16933834069E-002
+5.40164016402E+009, +2.32205589323E-001, +7.01096502751E-002
