"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+5.20000000000E+009, +9.14193530874E-001, -6.03363644607E-001
+5.20002000200E+009, +9.08767038341E-001, -6.10139605660E-001
+5.20004000400E+009, +9.03121874110E-001, -6.17425828821E-001
+5.20006000600E+009, +8.97875963736E-001, -6.23901941668E-001
+5.20008000800E+009, +8.92794089497E-001, -6.32319690960E-001
+5.20010001000E+009, +8.87260474746E-001, -6.39856111160E-001
+5.20012001200E+009, +8.82523472443E-001, -6.48496489212E-001
+5.20014001400E+009, +8.76701990487E-001, -6.55535788332E-001
+5.20016001600E+009, +8.70905180556E-001, -6.62249259896E-001
+5.20018001800E+009, +8.64973736319E-001, -6.69034920556E-001
+5.20020002000E+009, +8.59170184693E-001, -6.76078258349E-001
+5.20022002200E+009, +8.53559672937E-001, -6.84138915699E-001
+5.20024002400E+009, +8.47712326733E-001, -6.91425588686E-001
+5.20026002600E+009, +8.42110922487E-001, -6.99751971641E-001
+5.20028002800E+009, +8.35724545295E-001, -7.05578703240E-001
+5.20030003000E+009, +8.29869595868E-001, -7.12572282633E-001
+5.20032003200E+009, +8.23405672729E-001, -7.18389739382E-001
+5.20034003400E+009, +8.17569969477E-001, -7.26179884933E-001
+5.20036003600E+009, +8.11232783812E-001, -7.33450888584E-001
+5.20038003800E+009, +8.05179155529E-001, -7.41283570192E-001
+5.20040004000E+009, +7.98690764431E-001, -7.47888314979E-001
+5.20042004200E+009, +7.92159926962E-001, -7.54118962820E-001
+5.20044004400E+009, +7.85554799449E-001, -7.59963704085E-001
+5.20046004600E+009, +7.78516062806E-001, -7.65845316843E-001
+5.20048004800E+009, +7.72474188055E-001, -7.73332357035E-001
+5.20050005001E+009, +7.65777958265E-001, -7.80321248418E-001
+5.20052005201E+009, +7.59166512179E-001, -7.87874192739E-001
+5.20054005401E+009, +7.52417593904E-001, -7.93068324257E-001
+5.20056005601E+009, +7.45231608534E-001, -7.99500169044E-001
+5.20058005801E+009, +7.38317950047E-001, -8.04513264335E-001
+5.20060006001E+009, +7.31068591212E-001, -8.11408790089E-001
+5.20062006201E+009, +7.24312863013E-001, -8.17669053762E-001
+5.20064006401E+009, +7.17302548932E-001, -8.25076969710E-001
+5.20066006601E+009, +7.10025765613E-001, -8.30996229507E-001
+5.20068006801E+009, +7.02955851651E-001, -8.36161638391E-001
+5.20070007001E+009, +6.95583560718E-001, -8.41556114345E-001
+5.20072007201E+009, +6.88343446299E-001, -8.46470812247E-001
+5.20074007401E+009, +6.80801388641E-001, -8.53299537564E-001
+5.20076007601E+009, +6.73439651080E-001, -8.59493990614E-001
+5.20078007801E+009, +6.65977579293E-001, -8.66559207095E-001
+5.20080008001E+009, +6.58509343461E-001, -8.70992307658E-001
+5.20082008201E+009, +6.50673041270E-001, -8.76492846468E-001
+5.20084008401E+009, +6.43060021129E-001, -8.80147475397E-001
+5.20086008601E+009, +6.35528878678E-001, -8.86638072322E-001
+5.20088008801E+009, +6.27453069735E-001, -8.91957218804E-001
+5.20090009001E+009, +6.19964810862E-001, -8.98358393465E-001
+5.20092009201E+009, +6.11745267858E-001, -9.03683672805E-001
+5.20094009401E+009, +6.03943963704E-001, -9.07794184814E-001
+5.20096009601E+009, +5.96001776883E-001, -9.12522650459E-001
+5.20098009801E+009, +5.88028189450E-001, -9.16482397444E-001
+5.20100010001E+009, +5.79913756923E-001, -9.22666969908E-001
+5.20102010201E+009, +5.71670989278E-001, -9.27737513472E-001
+5.20104010401E+009, +5.63569691617E-001, -9.33587156513E-001
+5.20106010601E+009, +5.55065598032E-001, -9.36969880717E-001
+5.20108010801E+009, +5.47221519166E-001, -9.41581281188E-001
+5.20110011001E+009, +5.38914270964E-001, -9.44624124029E-001
+5.20112011201E+009, +5.30367020004E-001, -9.49759174437E-001
+5.20114011401E+009, +5.21892115976E-001, -9.54308846983E-001
+5.20116011601E+009, +5.13136525168E-001, -9.59218529454E-001
+5.20118011801E+009, +5.04616973523E-001, -9.63958824537E-001
+5.20120012001E+009, +4.96176519543E-001, -9.67385413524E-001
+5.20122012201E+009, +4.87795908204E-001, -9.70937630250E-001
+5.20124012401E+009, +4.79217794996E-001, -9.73397595464E-001
+5.20126012601E+009, +4.70488115534E-001, -9.78551615379E-001
+5.20128012801E+009, +4.61651871270E-001, -9.82420104977E-001
+5.20130013001E+009, +4.52620920406E-001, -9.87293058075E-001
+5.20132013201E+009, +4.43937217499E-001, -9.89471372081E-001
+5.20134013401E+009, +4.35177200976E-001, -9.93317267044E-001
+5.20136013601E+009, +4.26929942631E-001, -9.95653468385E-001
+5.20138013801E+009, +4.17704870097E-001, -9.99153989248E-001
+5.20140014001E+009, +4.09007462950E-001, -1.00327415467E+000
+5.20142014201E+009, +3.99727984590E-001, -1.00722966383E+000
+5.20144014401E+009, +3.90444997683E-001, -1.01107215882E+000
+5.20146014601E+009, +3.81825109878E-001, -1.01288805649E+000
+5.20148014801E+009, +3.72381176415E-001, -1.01545096512E+000
+5.20150015002E+009, +3.63595307968E-001, -1.01690578720E+000
+5.20152015202E+009, +3.54080371423E-001, -1.02065614688E+000
+5.20154015402E+009, +3.44970810156E-001, -1.02335982965E+000
+5.20156015602E+009, +3.35317464366E-001, -1.02734624568E+000
+5.20158015802E+009, +3.26311173317E-001, -1.02868717300E+000
+5.20160016002E+009, +3.17032685078E-001, -1.03138040055E+000
+5.20162016202E+009, +3.07783664500E-001, -1.03296585288E+000
+5.20164016402E+009, +2.98761784160E-001, -1.03429179057E+000
+5.20166016602E+009, +2.89140713889E-001, -1.03680636478E+000
+5.20168016802E+009, +2.79533876987E-001, -1.03948451279E+000
+5.20170017002E+009, +2.69813449928E-001, -1.04213795944E+000
+5.20172017202E+009, +2.60473280204E-001, -1.04264031130E+000
+5.20174017402E+009, +2.51376329992E-001, -1.04385013259E+000
+5.20176017602E+009, +2.42110188017E-001, -1.04437814915E+000
+5.20178017802E+009, +2.32328724271E-001, -1.04696474167E+000
+5.20180018002E+009, +2.22524645453E-001, -1.04831582488E+000
+5.20182018202E+009, +2.12617268637E-001, -1.05065473476E+000
+5.20184018402E+009, +2.03360231154E-001, -1.05122015654E+000
+5.20186018602E+009, +1.93564165190E-001, -1.05173388540E+000
+5.20188018802E+009, +1.84543002681E-001, -1.05180693245E+000
+5.20190019002E+009, +1.74792951407E-001, -1.05229810591E+000
+5.20192019202E+009, +1.65178318216E-001, -1.05380526311E+000
+5.20194019402E+009, +1.55306677921E-001, -1.05441879362E+000
