"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.60000000000E+009, +1.12437932698E+000, -1.14456633771E+000
+4.60002000200E+009, +1.11385378721E+000, -1.15679196507E+000
+4.60004000400E+009, +1.10299808849E+000, -1.16921774717E+000
+4.60006000600E+009, +1.09254331430E+000, -1.18495165204E+000
+4.60008000800E+009, +1.08158843272E+000, -1.19874646737E+000
+4.60010001000E+009, +1.07040835888E+000, -1.21327255150E+000
+4.60012001200E+009, +1.05910190124E+000, -1.22409868406E+000
+4.60014001400E+009, +1.04753883543E+000, -1.23647113437E+000
+4.60016001600E+009, +1.03588061267E+000, -1.24637005424E+000
+4.60018001800E+009, +1.02417056591E+000, -1.25949993321E+000
+4.60020002000E+009, +1.01233117407E+000, -1.27230847381E+000
+4.60022002200E+009, +1.00043045517E+000, -1.28615738024E+000
+4.60024002400E+009, +9.88411177233E-001, -1.29753636416E+000
+4.60026002600E+009, +9.75774108849E-001, -1.30766181753E+000
+4.60028002800E+009, +9.63298711063E-001, -1.31776364087E+000
+4.60030003000E+009, +9.50825639337E-001, -1.32775906058E+000
+4.60032003200E+009, +9.38275509029E-001, -1.34061363825E+000
+4.60034003400E+009, +9.25680014008E-001, -1.35222307342E+000
+4.60036003600E+009, +9.12398145771E-001, -1.36447397900E+000
+4.60038003800E+009, +8.99834714591E-001, -1.37323473526E+000
+4.60040004000E+009, +8.86531477133E-001, -1.38276145579E+000
+4.60042004200E+009, +8.73500353229E-001, -1.39103482972E+000
+4.60044004400E+009, +8.60044175170E-001, -1.40168983378E+000
+4.60046004600E+009, +8.46693970186E-001, -1.41208864127E+000
+4.60048004800E+009, +8.32989378253E-001, -1.42395064717E+000
+4.60050005001E+009, +8.19267623063E-001, -1.43335369847E+000
+4.60052005201E+009, +8.05782433944E-001, -1.44112945524E+000
+4.60054005401E+009, +7.91719204842E-001, -1.44899648853E+000
+4.60056005601E+009, +7.78113909844E-001, -1.45664762771E+000
+4.60058005801E+009, +7.63928990100E-001, -1.46778848188E+000
+4.60060006001E+009, +7.49694296950E-001, -1.47681822061E+000
+4.60062006201E+009, +7.34954849893E-001, -1.48792667999E+000
+4.60064006401E+009, +7.21068320570E-001, -1.49478857312E+000
+4.60066006601E+009, +7.06569610516E-001, -1.50221065854E+000
+4.60068006801E+009, +6.92317305307E-001, -1.50765405602E+000
+4.60070007001E+009, +6.77693898271E-001, -1.51655802224E+000
+4.60072007201E+009, +6.62598506966E-001, -1.52562901025E+000
+4.60074007401E+009, +6.47633554909E-001, -1.53492497865E+000
+4.60076007601E+009, +6.32359241300E-001, -1.54329139809E+000
+4.60078007801E+009, +6.17912246142E-001, -1.54866856424E+000
+4.60080008001E+009, +6.02551953631E-001, -1.55432270123E+000
+4.60082008201E+009, +5.88077380963E-001, -1.55954494230E+000
+4.60084008401E+009, +5.72188022301E-001, -1.56827211363E+000
+4.60086008601E+009, +5.56610066993E-001, -1.57623565516E+000
+4.60088008801E+009, +5.40650638275E-001, -1.58475192386E+000
+4.60090009001E+009, +5.25481794716E-001, -1.58910451210E+000
+4.60092009201E+009, +5.09956035156E-001, -1.59465328876E+000
+4.60094009401E+009, +4.94841274109E-001, -1.59891090587E+000
+4.60096009601E+009, +4.78729632911E-001, -1.60543473572E+000
+4.60098009801E+009, +4.62614179332E-001, -1.61224688298E+000
+4.60100010001E+009, +4.45827639889E-001, -1.61931002911E+000
+4.60102010201E+009, +4.29466029058E-001, -1.62581672732E+000
+4.60104010401E+009, +4.13938788651E-001, -1.62869633207E+000
+4.60106010601E+009, +3.97597030388E-001, -1.63356020707E+000
+4.60108010801E+009, +3.81807804044E-001, -1.63668519351E+000
