"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.20000000000E+009, +8.98748675918E-001, +6.01958443914E-001
+4.20002000200E+009, +9.05812505275E-001, +6.02278277808E-001
+4.20004000400E+009, +9.12701126501E-001, +6.01772018271E-001
+4.20006000600E+009, +9.18747469781E-001, +6.00340468100E-001
+4.20008000800E+009, +9.25448871613E-001, +5.98393632583E-001
+4.20010001000E+009, +9.33686489100E-001, +5.95775178823E-001
+4.20012001200E+009, +9.41821579655E-001, +5.92449097819E-001
+4.20014001400E+009, +9.51012951830E-001, +5.88735813369E-001
+4.20016001600E+009, +9.56726216402E-001, +5.84718898230E-001
+4.20018001800E+009, +9.63200242650E-001, +5.80267546971E-001
+4.20020002000E+009, +9.68304507145E-001, +5.75623233387E-001
+4.20022002200E+009, +9.76183051669E-001, +5.70479586632E-001
+4.20024002400E+009, +9.83573569304E-001, +5.64828597456E-001
+4.20026002600E+009, +9.92057256593E-001, +5.58957530420E-001
+4.20028002800E+009, +9.98552847623E-001, +5.52916970234E-001
+4.20030003000E+009, +1.00345958402E+000, +5.46919508953E-001
+4.20032003200E+009, +1.00853294189E+000, +5.40834081506E-001
+4.20034003400E+009, +1.01313406833E+000, +5.34458557660E-001
+4.20036003600E+009, +1.02094148641E+000, +5.27570903823E-001
+4.20038003800E+009, +1.02780451415E+000, +5.20581486518E-001
+4.20040004000E+009, +1.03566676547E+000, +5.13400001131E-001
+4.20042004200E+009, +1.03996913681E+000, +5.06397026582E-001
+4.20044004400E+009, +1.04462142269E+000, +4.99472330408E-001
+4.20046004600E+009, +1.04783340948E+000, +4.92346111891E-001
+4.20048004800E+009, +1.05357609449E+000, +4.84708891962E-001
+4.20050005001E+009, +1.06057753984E+000, +4.77113405776E-001
+4.20052005201E+009, +1.06746766281E+000, +4.69081869286E-001
+4.20054005401E+009, +1.07301508427E+000, +4.61300495052E-001
+4.20056005601E+009, +1.07644917333E+000, +4.53657446065E-001
+4.20058005801E+009, +1.08009860313E+000, +4.46034572908E-001
+4.20060006001E+009, +1.08362101068E+000, +4.38194968950E-001
+4.20062006201E+009, +1.08985670200E+000, +4.29900099996E-001
+4.20064006401E+009, +1.09493945634E+000, +4.21922922733E-001
+4.20066006601E+009, +1.10131768501E+000, +4.13154750726E-001
+4.20068006801E+009, +1.10423145885E+000, +4.05306235968E-001
+4.20070007001E+009, +1.10821390594E+000, +3.96904257391E-001
+4.20072007201E+009, +1.11108427497E+000, +3.88972448371E-001
+4.20074007401E+009, +1.11547852814E+000, +3.80511170943E-001
+4.20076007601E+009, +1.12065810983E+000, +3.71763860051E-001
+4.20078007801E+009, +1.12561392830E+000, +3.62779291564E-001
+4.20080008001E+009, +1.13047655511E+000, +3.54113985915E-001
+4.20082008201E+009, +1.13283237239E+000, +3.45918936558E-001
+4.20084008401E+009, +1.13655230435E+000, +3.37385332023E-001
+4.20086008601E+009, +1.13843066269E+000, +3.29139359414E-001
+4.20088008801E+009, +1.14358669950E+000, +3.19789821752E-001
+4.20090009001E+009, +1.14737931729E+000, +3.10814476051E-001
+4.20092009201E+009, +1.15253465507E+000, +3.01445573071E-001
+4.20094009401E+009, +1.15492370027E+000, +2.92905550943E-001
+4.20096009601E+009, +1.15834897245E+000, +2.84099056397E-001
+4.20098009801E+009, +1.16020669287E+000, +2.75596199491E-001
+4.20100010001E+009, +1.16349891415E+000, +2.66586245130E-001
+4.20102010201E+009, +1.16754963539E+000, +2.57183411368E-001
+4.20104010401E+009, +1.17135950746E+000, +2.47909439836E-001
+4.20106010601E+009, +1.17569539496E+000, +2.38289189388E-001
+4.20108010801E+009, +1.17732016620E+000, +2.29698905180E-001
+4.20110011001E+009, +1.18007279303E+000, +2.20567289414E-001
+4.20112011201E+009, +1.18141313688E+000, +2.12049639792E-001
+4.20114011401E+009, +1.18538917932E+000, +2.02311282129E-001
+4.20116011601E+009, +1.18861375515E+000, +1.92777030451E-001
+4.20118011801E+009, +1.19306747330E+000, +1.82704473652E-001
+4.20120012001E+009, +1.19565283394E+000, +1.73451664225E-001
+4.20122012201E+009, +1.19767276230E+000, +1.64452858525E-001
+4.20124012401E+009, +1.19917158544E+000, +1.55500752199E-001
+4.20126012601E+009, +1.20153753600E+000, +1.46225430414E-001
+4.20128012801E+009, +1.20581706027E+000, +1.35785589411E-001
+4.20130013001E+009, +1.20907749213E+000, +1.25921168470E-001
+4.20132013201E+009, +1.21312926688E+000, +1.15582466808E-001
+4.20134013401E+009, +1.21446199132E+000, +1.06439615742E-001
+4.20136013601E+009, +1.21733144703E+000, +9.65589653224E-002
+4.20138013801E+009, +1.21868549651E+000, +8.74449256618E-002
+4.20140014001E+009, +1.22265205499E+000, +7.67561399294E-002
+4.20142014201E+009, +1.22625185170E+000, +6.61299159747E-002
+4.20144014401E+009, +1.23072522305E+000, +5.49439532984E-002
+4.20146014601E+009, +1.23394880849E+000, +4.44646720220E-002
+4.20148014801E+009, +1.23654435662E+000, +3.41250492094E-002
+4.20150015002E+009, +1.23934507334E+000, +2.35215627124E-002
+4.20152015202E+009, +1.24225712603E+000, +1.24782380958E-002
+4.20154015402E+009, +1.24765446261E+000, -3.69906799558E-004
+4.20156015602E+009, +1.25237399042E+000, -1.32411277353E-002
+4.20158015802E+009, +1.25885151616E+000, -2.76348907062E-002
+4.20160016002E+009, +1.26258175252E+000, -4.12433610758E-002
+4.20162016202E+009, +1.26688675372E+000, -5.63265386473E-002
+4.20164016402E+009, +1.26993494881E+000, -7.18395491549E-002
+4.20166016602E+009, +1.27490758552E+000, -9.09704907470E-002
+4.20168016802E+009, +1.27930400078E+000, -1.12112395582E-001
+4.20170017002E+009, +1.28267547343E+000, -1.36644122349E-001
+4.20172017202E+009, +1.28326939445E+000, -1.63035891453E-001
+4.20174017402E+009, +1.27842960628E+000, -1.90848498307E-001
+4.20176017602E+009, +1.26771971812E+000, -2.19547561631E-001
+4.20178017802E+009, +1.24965031946E+000, -2.46396127097E-001
+4.20180018002E+009, +1.22655519284E+000, -2.70457726272E-001
+4.20182018202E+009, +1.19998761929E+000, -2.86162787081E-001
+4.20184018402E+009, +1.17416463256E+000, -2.95548115384E-001
+4.20186018602E+009, +1.15029663392E+000, -2.95953324374E-001
+4.20188018802E+009, +1.13128596326E+000, -2.92578810441E-001
+4.20190019002E+009, +1.11562277758E+000, -2.85740432586E-001
+4.20192019202E+009, +1.10609104119E+000, -2.80274298351E-001
+4.20194019402E+009, +1.10067721745E+000, -2.76035837237E-001
+4.20196019602E+009, +1.09810066085E+000, -2.73959714933E-001
+4.20198019802E+009, +1.09740657324E+000, -2.72876097528E-001
+4.20200020002E+009, +1.09601614775E+000, -2.71603916204E-001
+4.20202020202E+009, +1.09561697896E+000, -2.72228778865E-001
+4.20204020402E+009, +1.09497955325E+000, -2.73324909179E-001
+4.20206020602E+009, +1.09654560822E+000, -2.77748803956E-001
+4.20208020802E+009, +1.09764857589E+000, -2.82280988370E-001
+4.20210021002E+009, +1.09971018720E+000, -2.88860867446E-001
+4.20212021202E+009, +1.10006598293E+000, -2.94159694650E-001
+4.20214021402E+009, +1.09941209926E+000, -2.99218019254E-001
+4.20216021602E+009, +1.09848296002E+000, -3.04441712624E-001
+4.20218021802E+009, +1.09805989412E+000, -3.10835812879E-001
+4.20220022002E+009, +1.09881778547E+000, -3.19398635405E-001
+4.20222022202E+009, +1.09869555289E+000, -3.26837122770E-001
+4.20224022402E+009, +1.09862010657E+000, -3.35154930029E-001
+4.20226022602E+009, +1.09689859469E+000, -3.41687417550E-001
+4.20228022802E+009, +1.09591618606E+000, -3.49499510049E-001
+4.20230023002E+009, +1.09380231200E+000, -3.56299575300E-001
+4.20232023202E+009, +1.09312970937E+000, -3.65157917639E-001
+4.20234023402E+009, +1.09183951544E+000, -3.73202249859E-001
+4.20236023602E+009, +1.09086264177E+000, -3.82352834825E-001
+4.20238023802E+009, +1.08907899033E+000, -3.90662347579E-001
+4.20240024002E+009, +1.08643095696E+000, -3.98074709648E-001
+4.20242024202E+009, +1.08406157724E+000, -4.05646484691E-001
+4.20244024402E+009, +1.08138354406E+000, -4.13377254764E-001
+4.20246024602E+009, +1.07954113032E+000, -4.22273813584E-001
+4.20248024802E+009, +1.07733565741E+000, -4.31317490594E-001
+4.20250025003E+009, +1.07567598391E+000, -4.40774733363E-001
+4.20252025203E+009, +1.07224131742E+000, -4.47766767590E-001
+4.20254025403E+009, +1.06951581396E+000, -4.56362954562E-001
+4.20256025603E+009, +1.06565019938E+000, -4.63157342057E-001
+4.20258025803E+009, +1.06286989480E+000, -4.71886091761E-001
+4.20260026003E+009, +1.06013192742E+000, -4.80953958256E-001
+4.20262026203E+009, +1.05761553563E+000, -4.90275384938E-001
+4.20264026403E+009, +1.05449521392E+000, -4.98729600700E-001
+4.20266026603E+009, +1.05060885944E+000, -5.06108531981E-001
+4.20268026803E+009, +1.04712935139E+000, -5.14207611810E-001
+4.20270027003E+009, +1.04269831611E+000, -5.21230433600E-001
+4.20272027203E+009, +1.03974535504E+000, -5.30611700839E-001
+4.20274027403E+009, +1.03616433347E+000, -5.39115662495E-001
+4.20276027603E+009, +1.03311712370E+000, -5.48614984935E-001
+4.20278027803E+009, +1.02878638063E+000, -5.55882340196E-001
+4.20280028003E+009, +1.02466765322E+000, -5.63943172073E-001
+4.20282028203E+009, +1.01984425312E+000, -5.70519493989E-001
+4.20284028403E+009, +1.01582688501E+000, -5.78962179310E-001
+4.20286028603E+009, +1.01206088186E+000, -5.87850627293E-001
+4.20288028803E+009, +1.00818712317E+000, -5.96652919730E-001
+4.20290029003E+009, +1.00414068553E+000, -6.05397120716E-001
+4.20292029203E+009, +9.99210673921E-001, -6.12268329682E-001
+4.20294029403E+009, +9.94539846556E-001, -6.19726928075E-001
+4.20296029603E+009, +9.89116692912E-001, -6.26057161628E-001
+4.20298029803E+009, +9.84936268220E-001, -6.35308945403E-001
+4.20300030003E+009, +9.80385111381E-001, -6.43348723707E-001
+4.20302030203E+009, +9.76013229531E-001, -6.52490827617E-001
+4.20304030403E+009, +9.70936792845E-001, -6.59728871295E-001
+4.20306030603E+009, +9.65681381318E-001, -6.66696673175E-001
+4.20308030803E+009, +9.60194147791E-001, -6.73628208964E-001
+4.20310031003E+009, +9.55068754446E-001, -6.81156468068E-001
+4.20312031203E+009, +9.50195357092E-001, -6.89366599732E-001
+4.20314031403E+009, +9.45312695425E-001, -6.97744357053E-001
+4.20316031603E+009, +9.40273469379E-001, -7.06385075569E-001
+4.20318031803E+009, +9.34611518496E-001, -7.12830776412E-001
+4.20320032003E+009, +9.28870177607E-001, -7.19432901849E-001
+4.20322032203E+009, +9.22715841918E-001, -7.24776161408E-001
+4.20324032403E+009, +9.17434830218E-001, -7.33321694938E-001
+4.20326032603E+009, +9.12096244725E-001, -7.41447123805E-001
+4.20328032803E+009, +9.06972549875E-001, -7.50686801250E-001
+4.20330033003E+009, +9.01404748967E-001, -7.57902338396E-001
+4.20332033203E+009, +8.95240831560E-001, -7.63972719062E-001
