4218.3160,56,271,-1
4218.9540,57,47,-1
4219.6420,57,111,-1
4224.6280,58,303,-1
4226.1920,58,367,-1
4227.7700,58,431,-1
4229.8380,59,31,-1
4233.1640,59,95,-1
4236.8960,60,287,-1
4239.9380,61,63,-1
4243.0120,62,319,-1
4245.3980,62,383,-1
4251.3020,63,0,-1
4252.1200,63,64,-1
4252.7120,64,256,-1
4257.9220,65,32,-1
4259.7320,65,96,-1
4260.6380,65,160,-1
4264.3600,66,288,-1
4267.8600,67,16,-1
4271.1220,67,80,-1
4273.8120,68,272,-1
4276.3380,68,336,-1
4279.6280,69,48,-1
4285.2300,70,304,-1
4286.3620,71,8,-1
4287.9400,71,72,-1
4301.3080,74,296,-1
4305.4100,75,24,-1
4307.7520,75,88,-1
4317.8000,77,56,-1
4318.6020,77,120,-1
4320.0520,78,312,-1
4320.5400,78,376,-1
4331.6080,80,260,-1
4335.2760,81,36,-1
4337.2560,81,100,-1
4338.6600,81,164,-1
4339.8700,82,292,-1
4341.0480,82,356,-1
4343.4380,82,420,-1
4346.7380,83,20,-1
4349.7660,84,276,-1
4352.0420,84,340,-1
4355.3340,85,52,-1
4358.3440,86,308,-1
4361.0560,86,372,-1
4366.6780,87,12,-1
4370.7720,88,268,-1
4371.5760,88,332,-1
4372.3040,88,396,-1
4374.7160,89,44,-1
4377.9740,90,300,-1
4380.9420,90,364,-1
4383.3640,91,28,-1
4384.1780,91,92,-1
4390.2180,92,284,-1
4391.9340,93,60,-1
4404.1020,95,2,-1
4405.2440,95,66,-1
4406.6060,96,258,-1
4413.3620,97,34,-1
4416.7680,98,290,-1
4420.1300,98,354,-1
4421.0660,99,18,-1
4423.7480,99,82,-1
4425.8260,100,274,-1
4427.2940,100,338,-1
4429.1240,100,402,-1
4437.3540,102,306,-1
4438.5820,102,370,-1
4440.3100,103,10,-1
4441.2340,103,74,-1
4452.6160,105,42,-1
4454.7300,106,298,-1
4457.0120,106,362,-1
4458.7540,106,426,-1
4459.9880,107,26,-1
4463.0240,107,90,-1
4472.6920,109,58,-1
4477.2320,110,314,-1
4478.4000,111,6,-1
4480.5480,111,70,-1
4481.3480,111,134,-1
4482.0300,111,198,-1
4484.5580,112,262,-1
4489.4000,113,38,-1
4497.1960,114,294,-1
