Band,Index,UFM Frequency
3,53,4539198000.0
3,54,4540858000.0
3,55,4542540000.0
3,56,4544476000.0
3,57,4546200000.0
3,58,4547544000.0
3,59,4549402000.0
3,60,4551388000.0
3,61,4552938000.0
3,62,4554672000.0
3,63,4556468000.0
3,64,4558280000.0
3,65,4560370000.0
4,0,4562392000.0
4,1,4565080000.0
4,3,4566708000.0
4,4,4570820000.0
4,5,4572226000.0
4,6,4573824000.0
4,7,4575950000.0
4,8,4578558000.0
4,9,4580096000.0
4,10,4581340000.0
4,11,4582982000.0
4,12,4584878000.0
4,13,4586564000.0
4,14,4588188000.0
4,15,4590016000.0
4,16,4591416000.0
4,17,4596568000.0
4,18,4598278000.0
4,19,4600050000.0
4,20,4602530000.0
4,21,4604064000.0
4,22,4605560000.0
4,23,4607346000.0
4,24,4609600000.0
4,25,4611846000.0
4,26,4613040000.0
4,27,4614518000.0
4,28,4616448000.0
4,29,4618046000.0
4,30,4619786000.0
4,31,4621472000.0
4,32,4622860000.0
4,33,4631780000.0
4,34,4633906000.0
4,35,4635282000.0
4,36,4637474000.0
4,37,4639164000.0
4,38,4640624000.0
4,40,4644232000.0
4,41,4646208000.0
4,42,4648352000.0
4,43,4650038000.0
4,44,4651848000.0
4,45,4653442000.0
4,46,4655334000.0
4,47,4657092000.0
4,48,4659044000.0
4,49,4661208000.0
4,50,4665410000.0
4,51,4666532000.0
4,52,4669018000.0
4,53,4670856000.0
4,54,4672428000.0
4,55,4674032000.0
4,56,4675934000.0
4,57,4677738000.0
4,58,4680014000.0
4,59,4681868000.0
4,60,4683576000.0
4,61,4685440000.0
4,62,4687178000.0
4,63,4688928000.0
4,64,4690856000.0
4,65,4692432000.0
5,0,4697160000.0
5,1,4697720000.0
5,2,4699306000.0
5,3,4701306000.0
5,4,4703418000.0
5,5,4704432000.0
5,6,4706726000.0
5,7,4708824000.0
5,8,4711606000.0
5,9,4712654000.0
5,10,4713988000.0
5,11,4714958000.0
5,12,4717678000.0
5,13,4719664000.0
5,14,4721736000.0
5,15,4723766000.0
5,16,4725204000.0
5,17,4728616000.0
5,18,4730796000.0
5,19,4732560000.0
5,20,4734968000.0
5,21,4736186000.0
5,22,4737878000.0
5,23,4740310000.0
5,24,4742856000.0
5,25,4744712000.0
5,26,4745720000.0
5,27,4747396000.0
5,28,4749320000.0
5,29,4751178000.0
5,30,4752678000.0
5,31,4755336000.0
5,32,4756930000.0
5,33,4764200000.0
5,34,4765948000.0
5,35,4767818000.0
5,36,4770032000.0
5,37,4772084000.0
5,38,4773468000.0
5,39,4775680000.0
5,40,4777284000.0
5,41,4778962000.0
5,42,4781008000.0
5,43,4782838000.0
5,44,4784440000.0
5,45,4786310000.0
5,46,4787812000.0
5,47,4790436000.0
5,48,4792534000.0
5,50,4797708000.0
5,51,4799634000.0
5,52,4801584000.0
5,53,4803880000.0
5,54,4805348000.0
5,55,4807210000.0
5,56,4809274000.0
5,57,4810630000.0
5,58,4812268000.0
5,59,4814506000.0
5,60,4816314000.0
5,61,4818030000.0
5,62,4820604000.0
5,63,4822290000.0
5,64,4824150000.0
5,65,4826094000.0
6,0,4832860000.0
6,1,4834060000.0
6,2,4835558000.0
6,3,4836968000.0
6,4,4839078000.0
6,5,4841084000.0
6,7,4844836000.0
6,8,4847736000.0
6,9,4848746000.0
6,10,4850230000.0
6,11,4851986000.0
6,12,4853588000.0
6,13,4855552000.0
6,14,4857682000.0
6,15,4859640000.0
6,16,4861650000.0
6,17,4864274000.0
6,18,4866784000.0
6,19,4868878000.0
6,20,4870758000.0
6,21,4872626000.0
6,22,4875018000.0
6,23,4876362000.0
6,24,4878954000.0
6,25,4881356000.0
6,26,4881882000.0
6,27,4883668000.0
6,28,4885262000.0
6,29,4887116000.0
6,30,4889012000.0
6,32,4893238000.0
6,33,4898408000.0
6,34,4901262000.0
6,35,4902904000.0
6,36,4904932000.0
6,37,4906990000.0
6,38,4908844000.0
6,39,4911164000.0
6,40,4911882000.0
6,41,4913980000.0
6,42,4916060000.0
6,43,4918350000.0
6,44,4920072000.0
6,45,4921686000.0
6,46,4923892000.0
6,47,4925582000.0
6,48,4927630000.0
6,49,4930838000.0
6,50,4932506000.0
6,52,4936562000.0
6,53,4938496000.0
6,54,4940560000.0
6,55,4943160000.0
6,56,4944372000.0
6,57,4945450000.0
6,58,4947948000.0
6,59,4949832000.0
6,60,4951768000.0
6,61,4953592000.0
6,62,4955674000.0
6,63,4957514000.0
6,64,4959404000.0
6,65,4961722000.0
7,0,5019410000.0
7,1,5020458000.0
7,2,5022086000.0
7,3,5023674000.0
7,4,5024774000.0
7,5,5025708000.0
7,6,5026758000.0
7,7,5028298000.0
7,8,5031188000.0
7,9,5032278000.0
7,10,5034272000.0
7,11,5036246000.0
7,12,5038056000.0
7,13,5039752000.0
7,14,5041412000.0
7,16,5044766000.0
7,17,5051766000.0
7,18,5053632000.0
7,19,5055330000.0
7,20,5056990000.0
7,21,5057718000.0
7,22,5058922000.0
7,23,5059962000.0
7,24,5062582000.0
7,25,5064294000.0
7,26,5066086000.0
7,27,5068016000.0
7,28,5069660000.0
7,29,5071902000.0
7,30,5073250000.0
7,31,5074988000.0
7,32,5076916000.0
7,33,5085440000.0
7,34,5087144000.0
7,35,5089036000.0
7,36,5090692000.0
7,37,5091952000.0
7,38,5093324000.0
7,39,5094270000.0
7,40,5095892000.0
7,41,5098182000.0
7,42,5100206000.0
7,43,5102058000.0
7,44,5103314000.0
7,45,5105292000.0
7,46,5106808000.0
7,47,5109154000.0
7,48,5111300000.0
7,49,5113598000.0
7,50,5119674000.0
7,51,5121036000.0
7,52,5122940000.0
7,53,5124364000.0
7,54,5125600000.0
7,55,5127024000.0
7,56,5128390000.0
7,57,5130434000.0
7,58,5132132000.0
7,59,5134046000.0
7,60,5135664000.0
7,61,5137244000.0
7,62,5139008000.0
8,0,5140950000.0
8,1,5143242000.0
7,65,5144482000.0
8,3,5145404000.0
8,4,5146352000.0
8,5,5147842000.0
8,6,5149342000.0
8,7,5150728000.0
8,8,5153274000.0
8,9,5154252000.0
8,10,5156942000.0
8,11,5159138000.0
8,12,5162206000.0
8,13,5164520000.0
8,14,5166416000.0
8,15,5168332000.0
8,17,5172516000.0
8,18,5174286000.0
8,19,5176624000.0
8,20,5178450000.0
8,21,5179598000.0
8,22,5181392000.0
8,23,5182778000.0
8,24,5184864000.0
8,25,5186970000.0
8,26,5188300000.0
8,27,5190578000.0
8,28,5193352000.0
8,29,5196272000.0
8,30,5198446000.0
8,31,5200386000.0
8,32,5201886000.0
8,33,5204996000.0
8,34,5206722000.0
8,35,5208672000.0
8,36,5210284000.0
8,37,5212034000.0
8,38,5213388000.0
8,39,5214872000.0
8,40,5216114000.0
8,41,5218234000.0
8,42,5220348000.0
8,43,5222732000.0
8,44,5225478000.0
8,45,5228774000.0
8,46,5231078000.0
8,47,5233022000.0
8,48,5234778000.0
8,49,5237192000.0
8,50,5239148000.0
8,51,5240836000.0
8,52,5242312000.0
8,53,5244088000.0
8,54,5245396000.0
8,55,5247108000.0
8,57,5250012000.0
8,58,5252262000.0
8,60,5256800000.0
8,61,5260026000.0
8,62,5263156000.0
8,63,5265068000.0
8,64,5266860000.0
8,65,5268744000.0
9,0,5278624000.0
9,2,5279738000.0
9,3,5281008000.0
9,4,5283204000.0
9,5,5285054000.0
9,6,5287166000.0
9,7,5289356000.0
9,8,5291834000.0
9,9,5292858000.0
9,10,5293912000.0
9,11,5296306000.0
9,12,5299142000.0
9,13,5301278000.0
9,14,5302442000.0
9,15,5304294000.0
9,16,5305318000.0
9,17,5309758000.0
9,18,5311360000.0
9,19,5312764000.0
9,20,5314592000.0
9,21,5316920000.0
9,22,5319738000.0
9,23,5321224000.0
9,24,5323082000.0
9,25,5325224000.0
9,26,5326458000.0
9,27,5328576000.0
9,28,5331038000.0
9,29,5332286000.0
9,30,5334712000.0
9,31,5335930000.0
9,32,5337946000.0
9,33,5342068000.0
9,34,5344460000.0
9,35,5345684000.0
9,36,5346810000.0
9,37,5348770000.0
9,38,5351786000.0
9,39,5353526000.0
9,40,5355562000.0
9,43,5359130000.0
9,44,5361430000.0
9,45,5363688000.0
9,46,5367268000.0
9,47,5369034000.0
9,48,5371376000.0
9,49,5373760000.0
9,50,5375942000.0
9,51,5377988000.0
9,52,5379030000.0
9,53,5380794000.0
9,54,5382930000.0
9,55,5385482000.0
9,56,5387346000.0
9,57,5389120000.0
9,58,5390564000.0
9,59,5392576000.0
9,60,5394894000.0
9,61,5397558000.0
9,62,5399520000.0
9,64,5403320000.0
9,65,5404876000.0
10,0,5406410000.0
10,1,5408480000.0
10,2,5409142000.0
10,3,5410510000.0
10,4,5412698000.0
10,5,5414058000.0
10,6,5414918000.0
10,7,5419276000.0
10,8,5422580000.0
10,9,5423658000.0
10,10,5424852000.0
10,11,5426428000.0
10,12,5428074000.0
10,13,5429986000.0
10,14,5431674000.0
10,15,5433062000.0
10,16,5434496000.0
10,17,5438190000.0
10,18,5440046000.0
10,19,5442150000.0
10,20,5444188000.0
10,21,5445652000.0
10,22,5447362000.0
10,23,5450420000.0
10,24,5453870000.0
10,25,5455868000.0
10,27,5458200000.0
10,28,5459684000.0
10,29,5461668000.0
10,30,5463244000.0
10,31,5465274000.0
10,32,5466614000.0
10,33,5506222000.0
10,34,5508340000.0
10,35,5510318000.0
10,37,5514002000.0
10,38,5516114000.0
10,39,5517072000.0
10,40,5520842000.0
10,41,5523024000.0
10,42,5524392000.0
10,43,5526430000.0
10,44,5528156000.0
10,45,5529548000.0
10,46,5531262000.0
10,47,5532924000.0
10,48,5534052000.0
10,49,5536718000.0
10,50,5540194000.0
10,51,5542000000.0
10,52,5544204000.0
10,53,5545684000.0
10,54,5547654000.0
10,56,5552600000.0
10,57,5554754000.0
10,58,5556480000.0
10,59,5558332000.0
10,60,5559928000.0
10,61,5561792000.0
10,62,5563474000.0
10,63,5565094000.0
10,64,5566690000.0
10,65,5568456000.0
11,0,5577620000.0
11,1,5579410000.0
11,2,5580418000.0
11,3,5580980000.0
11,4,5583082000.0
11,5,5584190000.0
11,6,5586234000.0
11,8,5591274000.0
11,9,5592712000.0
11,10,5594206000.0
11,11,5595832000.0
11,12,5597554000.0
11,13,5599538000.0
11,14,5601338000.0
11,15,5603364000.0
11,16,5605388000.0
11,17,5609606000.0
11,18,5611716000.0
11,19,5613066000.0
11,20,5614780000.0
11,21,5616200000.0
11,22,5617752000.0
11,23,5619902000.0
11,24,5622562000.0
11,25,5624830000.0
11,26,5626168000.0
11,27,5627834000.0
11,28,5629794000.0
11,29,5631626000.0
11,30,5633638000.0
11,31,5635222000.0
11,32,5637324000.0
11,33,5643682000.0
11,34,5645348000.0
11,35,5646222000.0
11,36,5648382000.0
11,37,5650144000.0
11,38,5651708000.0
11,39,5652996000.0
11,40,5655152000.0
11,42,5659624000.0
11,43,5661732000.0
11,45,5665632000.0
11,46,5667574000.0
11,47,5669554000.0
11,48,5671878000.0
11,49,5674844000.0
11,50,5677286000.0
11,51,5678926000.0
11,52,5680614000.0
11,53,5682320000.0
11,54,5683856000.0
11,55,5684982000.0
11,56,5687326000.0
11,57,5689050000.0
11,58,5691282000.0
11,59,5693936000.0
11,60,5695852000.0
11,61,5697566000.0
11,62,5699426000.0
11,63,5701500000.0
11,64,5703612000.0
11,65,5706202000.0
12,0,5718188000.0
12,1,5719376000.0
12,2,5720050000.0
12,3,5720942000.0
12,4,5722146000.0
12,6,5725342000.0
12,7,5727442000.0
12,8,5729778000.0
12,9,5731846000.0
12,10,5733922000.0
12,11,5735848000.0
12,12,5737948000.0
12,13,5739832000.0
12,14,5741586000.0
12,15,5743656000.0
12,16,5745348000.0
12,17,5750276000.0
12,18,5751956000.0
12,22,5755528000.0
12,22,5757278000.0
12,23,5758982000.0
12,24,5761702000.0
12,25,5764058000.0
12,26,5765482000.0
12,28,5769636000.0
12,29,5771932000.0
12,30,5773322000.0
12,31,5774992000.0
12,32,5777224000.0
12,33,5784182000.0
12,34,5785696000.0
12,35,5787200000.0
12,36,5788034000.0
12,37,5789286000.0
12,38,5791148000.0
12,39,5792664000.0
12,40,5794616000.0
12,41,5796782000.0
12,42,5798686000.0
12,43,5800942000.0
12,44,5803344000.0
12,45,5805516000.0
12,46,5807184000.0
12,49,5813790000.0
12,50,5818174000.0
12,51,5819544000.0
12,53,5821728000.0
12,54,5823332000.0
12,55,5824790000.0
12,57,5828508000.0
12,58,5831092000.0
12,59,5833126000.0
12,60,5834802000.0
12,61,5837128000.0
12,62,5838764000.0
12,65,5845516000.0
13,0,5853708000.0
13,1,5855524000.0
13,3,5857748000.0
13,4,5859292000.0
13,5,5860708000.0
13,6,5862602000.0
13,7,5864096000.0
13,8,5867042000.0
13,9,5868486000.0
13,11,5872134000.0
13,12,5873524000.0
13,13,5875646000.0
13,14,5877782000.0
13,15,5879778000.0
13,16,5881512000.0
13,17,5885784000.0
13,18,5887302000.0
13,20,5891090000.0
13,21,5892790000.0
13,22,5894520000.0
13,25,5901162000.0
13,27,5903498000.0
13,29,5907386000.0
13,30,5909618000.0
13,32,5913632000.0
13,33,5920598000.0
13,34,5922184000.0
13,35,5923696000.0
13,38,5927782000.0
13,39,5929358000.0
13,40,5931312000.0
13,41,5933864000.0
13,42,5935924000.0
13,43,5937668000.0
13,44,5939324000.0
13,46,5943922000.0
13,47,5945664000.0
13,48,5947046000.0
13,49,5950852000.0
13,50,5954148000.0
13,51,5955846000.0
13,52,5957022000.0
13,55,5961600000.0
13,56,5963176000.0
13,57,5965566000.0
13,58,5967932000.0
13,59,5969684000.0
13,60,5971482000.0
13,61,5973606000.0
13,62,5975482000.0
13,63,5977920000.0
13,64,5980068000.0
13,65,5982160000.0
