7019.4100,63,5,-1
7020.4580,64,261,-1
7022.0860,65,133,-1
7023.6740,66,389,-1
7024.7740,67,69,-1
7025.7080,68,325,-1
7026.7580,69,197,-1
7028.2980,70,453,-1
7031.1880,73,165,-1
7032.2780,74,421,-1
7034.2720,75,101,-1
7036.2460,77,229,-1
7038.0560,78,485,-1
7039.7520,80,277,-1
7041.4120,81,149,-1
7044.7660,84,341,-1
7051.7660,90,437,-1
7053.6320,91,117,-1
7055.3300,93,245,-1
7056.9900,94,501,-1
7057.7180,95,13,-1
7058.9220,96,269,-1
7059.9620,97,141,-1
7062.5820,99,77,-1
7064.2940,100,333,-1
7066.0860,102,461,-1
7068.0160,103,45,-1
7069.6600,105,173,-1
7071.9020,107,109,-1
7073.2500,108,365,-1
7074.9880,109,237,-1
7076.9160,111,29,-1
7085.4400,118,477,-1
7087.1440,119,61,-1
7089.0360,121,189,-1
7090.6920,122,445,-1
7091.9520,123,125,-1
7093.3240,124,381,-1
7094.2700,125,253,-1
7095.8920,127,3,-1
7098.1820,128,259,-1
7100.2060,130,387,-1
7102.0580,132,323,-1
7103.3140,133,195,-1
7105.2920,134,451,-1
7106.8080,136,291,-1
7109.1540,138,419,-1
7111.3000,139,99,-1
7113.5980,141,227,-1
7119.6740,146,403,-1
7121.0360,148,339,-1
7122.9400,149,211,-1
7124.3640,150,467,-1
7125.6000,151,51,-1
7127.0240,153,179,-1
7128.3900,154,435,-1
7130.4340,155,115,-1
7132.1320,157,243,-1
7134.0460,158,499,-1
7135.6640,160,267,-1
7137.2440,161,139,-1
7139.0080,163,75,-1
7140.9500,164,331,-1
7143.2420,166,459,-1
7144.4820,167,43,-1
7145.4040,168,299,-1
7146.3520,169,171,-1
7147.8420,170,427,-1
7149.3420,171,107,-1
7150.7280,172,363,-1
7153.2740,174,491,-1
7154.2520,175,27,-1
7156.9420,177,155,-1
7159.1380,179,91,-1
7162.2060,182,475,-1
7164.5200,184,315,-1
7166.4160,185,187,-1
7168.3320,187,123,-1
7172.5160,190,507,-1
7174.2860,192,263,-1
7176.6240,194,391,-1
7178.4500,195,71,-1
7179.5980,196,327,-1
7181.3920,198,455,-1
7182.7780,199,39,-1
7184.8640,201,167,-1
7186.9700,202,423,-1
7188.3000,204,359,-1
7190.5780,205,231,-1
7193.3520,208,279,-1
7196.2720,210,407,-1
7198.4460,212,343,-1
7200.3860,214,471,-1
7201.8860,215,55,-1
7204.9960,217,183,-1
7206.7220,219,119,-1
7208.6720,221,247,-1
7210.2840,222,503,-1
7212.0340,223,15,-1
7213.3880,224,271,-1
7214.8720,226,399,-1
7216.1140,227,79,-1
7218.2340,229,207,-1
7220.3480,230,463,-1
7222.7320,232,303,-1
7225.4780,235,111,-1
7228.7740,237,239,-1
7231.0780,239,31,-1
7233.0220,241,159,-1
7234.7780,242,415,-1
7237.1920,244,351,-1
7239.1480,246,479,-1
7240.8360,247,63,-1
7242.3120,249,191,-1
7244.0880,250,447,-1
7245.3960,251,127,-1
7247.1080,253,255,-1
7249.6580,255,0,-1
7250.0120,255,-1,-1
7252.2620,257,128,-1
7256.8000,261,192,-1
7260.0260,263,32,-1
7263.1560,266,416,-1
7265.0680,268,352,-1
7266.8600,269,224,-1
7268.7440,271,16,-1
7278.6240,279,48,-1
7279.7380,280,304,-1
7281.0080,281,176,-1
7283.2040,283,112,-1
7285.0540,284,368,-1
7287.1660,286,496,-1
7289.3560,288,264,-1
7291.8340,290,392,-1
7292.8580,291,72,-1
7293.9120,292,328,-1
7296.3060,294,456,-1
7299.1420,296,296,-1
7301.2780,298,424,-1
7302.4420,299,104,-1
7304.2940,300,360,-1
7305.3180,301,232,-1
7309.7580,305,152,-1
7311.3600,306,408,-1
7312.7640,307,88,-1
7314.5920,309,216,-1
7316.9200,311,56,-1
7319.7380,313,184,-1
7321.2240,314,440,-1
7323.0820,316,376,-1
7325.2240,318,504,-1
7326.4580,319,4,-1
7328.5760,320,260,-1
7331.0380,323,68,-1
7332.2860,324,324,-1
7334.7120,326,452,-1
7335.9300,327,36,-1
7337.9460,328,292,-1
7342.0680,332,356,-1
7344.4600,334,484,-1
7345.6840,335,20,-1
7346.8100,336,276,-1
7348.7700,337,148,-1
7351.7860,340,340,-1
7353.5260,341,212,-1
7355.5620,343,52,-1
