Band,Index,UFM Frequency
6,22,4998930000.0
6,23,4999454000.0
6,25,5000434000.0
6,26,5002572000.0
6,27,5005136000.0
6,28,5007064000.0
6,29,5007926000.0
6,30,5010506000.0
6,31,5013916000.0
6,32,5018906000.0
6,33,5030686000.0
6,34,5032474000.0
6,35,5033948000.0
6,36,5034918000.0
6,37,5036412000.0
6,38,5037140000.0
6,40,5039010000.0
6,41,5039732000.0
6,43,5040720000.0
6,44,5043442000.0
6,45,5045004000.0
6,46,5047846000.0
6,47,5052006000.0
6,48,5056232000.0
6,49,5059828000.0
6,50,5064032000.0
6,51,5064822000.0
6,52,5066126000.0
6,53,5067334000.0
6,54,5068916000.0
6,56,5073298000.0
6,58,5075868000.0
6,59,5077288000.0
6,60,5079512000.0
6,61,5082746000.0
6,62,5087134000.0
6,63,5089062000.0
6,64,5091280000.0
6,65,5092274000.0
7,0,5095660000.0
7,1,5099910000.0
7,2,5103892000.0
7,3,5106504000.0
7,4,5108580000.0
7,5,5109754000.0
7,7,5114932000.0
7,8,5120668000.0
7,9,5121848000.0
7,10,5125574000.0
7,11,5128024000.0
7,12,5131470000.0
7,13,5131980000.0
7,14,5134036000.0
7,15,5138426000.0
7,16,5139336000.0
7,19,5142594000.0
7,20,5143222000.0
7,21,5145222000.0
7,22,5150892000.0
7,23,5159614000.0
7,24,5163360000.0
7,25,5165784000.0
7,27,5169050000.0
7,28,5169660000.0
7,29,5170484000.0
7,31,5174080000.0
7,32,5177378000.0
7,33,5179364000.0
7,34,5181248000.0
7,35,5185550000.0
7,36,5186330000.0
7,37,5188258000.0
7,38,5189116000.0
7,39,5191150000.0
7,40,5192400000.0
7,41,5195156000.0
7,42,5198890000.0
7,43,5200338000.0
7,44,5205024000.0
7,45,5206314000.0
7,46,5207814000.0
7,47,5211416000.0
7,51,5216016000.0
7,53,5220446000.0
7,54,5222400000.0
7,55,5224062000.0
7,56,5227748000.0
7,57,5234706000.0
7,58,5236676000.0
7,59,5237674000.0
7,60,5240792000.0
7,61,5241618000.0
7,62,5242556000.0
7,63,5243332000.0
7,64,5245680000.0
7,65,5249772000.0
8,0,5250984000.0
8,1,5256718000.0
8,2,5261016000.0
8,3,5265038000.0
8,4,5266492000.0
8,5,5266992000.0
8,6,5269622000.0
8,7,5272112000.0
8,8,5273728000.0
8,9,5274766000.0
8,10,5275732000.0
8,13,5279850000.0
8,15,5281520000.0
8,16,5284384000.0
8,17,5289086000.0
8,18,5291392000.0
8,19,5295202000.0
8,20,5299914000.0
8,22,5306386000.0
8,25,5308076000.0
8,26,5309818000.0
8,27,5311108000.0
8,28,5312956000.0
8,30,5314694000.0
8,31,5316920000.0
8,32,5317580000.0
8,33,5325340000.0
8,34,5330144000.0
8,35,5332382000.0
8,36,5335458000.0
8,37,5336936000.0
8,38,5339388000.0
8,40,5342388000.0
8,41,5344802000.0
8,42,5346268000.0
8,46,5350322000.0
8,47,5351862000.0
8,48,5353112000.0
8,49,5355210000.0
8,50,5363266000.0
8,51,5367594000.0
8,52,5368576000.0
8,53,5370382000.0
8,56,5375650000.0
8,57,5378682000.0
8,62,5385784000.0
8,63,5387136000.0
8,64,5388064000.0
11,0,5679792000.0
11,3,5686008000.0
11,4,5688996000.0
11,5,5690038000.0
11,6,5692234000.0
11,7,5694174000.0
11,8,5696162000.0
11,13,5703838000.0
11,14,5707604000.0
11,15,5709710000.0
11,16,5713340000.0
11,20,5718552000.0
11,21,5719170000.0
11,22,5721864000.0
11,23,5724002000.0
11,24,5725370000.0
11,25,5727900000.0
11,26,5729236000.0
11,29,5735322000.0
11,30,5737982000.0
11,31,5740698000.0
11,32,5743888000.0
11,33,5750884000.0
11,39,5758734000.0
11,40,5759716000.0
11,41,5761826000.0
11,47,5774394000.0
11,48,5777752000.0
11,49,5781788000.0
11,53,5788150000.0
11,57,5794266000.0
11,58,5795870000.0
11,60,5799508000.0
12,3,5804176000.0
12,5,5807676000.0
12,6,5808864000.0
12,9,5811682000.0
12,10,5812818000.0
12,18,5823430000.0
12,29,5840778000.0
12,31,5849838000.0
12,32,5851636000.0
12,36,5869848000.0
12,38,5874670000.0
12,39,5876280000.0
12,41,5878664000.0
12,42,5879398000.0
12,43,5880884000.0
12,44,5883496000.0
12,46,5895094000.0
12,50,5905710000.0
12,51,5908354000.0
12,52,5909766000.0
12,57,5914492000.0
12,58,5916198000.0
12,60,5917868000.0
12,61,5918852000.0
12,63,5921694000.0
13,2,5930392000.0
13,3,5932672000.0
13,7,5944898000.0
13,8,5946012000.0
13,9,5948608000.0
13,10,5949906000.0
13,11,5950870000.0
13,12,5951630000.0
13,13,5954860000.0
13,18,5961118000.0
13,20,5964092000.0
13,21,5966296000.0
13,22,5968960000.0
13,23,5969544000.0
13,25,5972922000.0
13,28,5974172000.0
13,29,5976560000.0
13,30,5977364000.0
13,33,5988236000.0
13,38,5997478000.0
