6502.5600,11,89,-1
6506.0340,12,281,-1
6507.2220,12,345,-1
6509.4580,13,57,-1
6510.6280,13,121,-1
6513.1480,14,313,-1
6514.8440,14,377,-1
6516.9560,14,441,-1
6519.7560,15,5,-1
6520.9260,15,69,-1
6521.7160,15,133,-1
6525.1420,16,261,-1
6527.2040,17,37,-1
6529.7660,17,101,-1
6533.9860,18,293,-1
6573.2160,26,301,-1
6574.2500,26,365,-1
6575.6180,27,29,-1
6577.7580,27,93,-1
6579.0120,27,157,-1
6579.6740,28,285,-1
6580.3260,28,349,-1
6581.9980,28,413,-1
6584.3040,28,477,-1
6586.6700,29,61,-1
6587.5700,29,125,-1
6589.0980,29,189,-1
6591.2120,30,317,-1
6593.4040,30,381,-1
6595.7040,31,3,-1
6599.6080,32,259,-1
6604.0240,33,35,-1
6606.0620,33,99,-1
6609.0260,34,291,-1
6611.1320,34,355,-1
6612.5540,34,419,-1
6613.4600,35,19,-1
6614.8960,35,83,-1
6617.8160,35,147,-1
6619.5340,36,275,-1
6621.1180,36,339,-1
6622.6480,36,403,-1
6624.8880,37,51,-1
6626.9840,37,115,-1
6630.0820,38,307,-1
6633.6500,39,11,-1
6634.5040,39,75,-1
6637.5660,40,267,-1
6639.4240,40,331,-1
6640.5540,40,395,-1
6643.3760,41,43,-1
6645.1400,41,107,-1
6646.1700,41,171,-1
6647.4980,42,299,-1
6650.3140,42,363,-1
6651.4400,42,427,-1
6652.9740,43,27,-1
6653.7880,43,91,-1
6656.8740,44,283,-1
6660.8680,44,347,-1
6663.3580,45,59,-1
6668.9060,46,315,-1
6671.1200,47,7,-1
6672.3920,47,71,-1
6674.4440,47,135,-1
6676.8860,48,263,-1
6678.2000,48,327,-1
6679.1360,48,391,-1
6681.2200,49,39,-1
6681.8080,49,103,-1
6684.8580,49,167,-1
6686.1120,50,295,-1
6687.2020,50,359,-1
6691.1560,51,23,-1
6691.6980,51,87,-1
6699.3260,52,279,-1
6708.0580,54,311,-1
6709.5440,55,15,-1
6712.2080,55,79,-1
6714.2320,56,271,-1
6715.7280,56,335,-1
6717.7300,56,399,-1
6719.6420,57,47,-1
6721.3780,57,111,-1
6724.8920,58,303,-1
6726.4060,58,367,-1
6728.7320,59,31,-1
6729.8400,59,95,-1
6741.3080,61,63,-1
6742.7120,61,127,-1
6743.6820,62,319,-1
6745.1960,62,383,-1
6747.0460,62,447,-1
6749.1360,63,0,-1
6751.3420,63,64,-1
6752.8440,64,256,-1
6755.3260,64,320,-1
6757.0520,64,384,-1
6757.9800,65,32,-1
6759.1300,65,96,-1
6761.1840,65,160,-1
6764.5380,66,288,-1
6773.2020,68,272,-1
6776.9340,69,48,-1
6777.9680,69,112,-1
6778.4360,69,176,-1
6780.0400,69,240,-1
6782.5240,70,304,-1
6785.3800,70,368,-1
6789.4080,71,8,-1
6793.3020,72,264,-1
6793.9140,72,328,-1
6794.3760,72,392,-1
6795.8720,73,40,-1
6801.8860,74,296,-1
6804.8980,74,360,-1
6805.6340,75,24,-1
6808.5620,75,88,-1
6809.7400,75,152,-1
6810.3380,76,280,-1
6810.8840,76,344,-1
6813.8120,76,408,-1
6816.1500,77,56,-1
6818.3440,77,120,-1
6819.4940,77,184,-1
6820.1940,78,312,-1
6823.1220,78,376,-1
6826.1200,79,4,-1
6826.6880,79,68,-1
6829.3460,80,260,-1
6830.8660,80,324,-1
6837.7780,81,36,-1
6839.0340,82,292,-1
6843.1420,82,356,-1
6846.2220,83,20,-1
6846.8500,83,84,-1
6847.4500,83,148,-1
6849.2960,84,276,-1
6851.7940,84,340,-1
6853.0780,84,404,-1
6855.2360,85,52,-1
6860.7840,86,308,-1
6861.4380,86,372,-1
6862.1000,86,436,-1
6862.7300,86,500,-1
6865.7360,87,12,-1
6867.9780,88,268,-1
6873.3040,89,44,-1
6875.6880,89,108,-1
6877.1040,89,172,-1
6879.9720,90,300,-1
6881.0180,90,364,-1
6882.6200,91,28,-1
6886.2980,91,92,-1
6888.8920,92,284,-1
6889.7360,92,348,-1
6893.9140,93,60,-1
6894.3580,93,124,-1
6896.5740,94,316,-1
6906.7940,96,258,-1
6913.5620,97,34,-1
6916.8560,98,290,-1
6928.5600,100,274,-1
6931.5700,101,50,-1
6956.9800,106,298,-1
6960.4480,107,26,-1
6961.2640,107,90,-1
6962.2980,107,154,-1
6963.7860,108,282,-1
6965.5660,108,346,-1
6966.7020,108,410,-1
6967.3120,108,474,-1
6968.2260,108,-1,-1
6970.9940,109,58,-1
6972.3820,109,122,-1
6975.6140,110,314,-1
6979.4080,111,6,-1
6984.2660,112,262,-1
6987.1700,112,326,-1
6989.8720,113,38,-1
6992.3960,113,102,-1
6993.5660,114,294,-1
6994.9220,114,358,-1
6995.9480,114,422,-1
