Edge,Index,Detector wafer bond pad,DCXpos,DCypos,DTGrouptype,DTGroupindex,DTGoupsection,DTPadlabel,DTPadxpos,DTPadypos,DTPixelrow,DTPixelcolumn,DTPixelsection,DTPixelxcenter,DTPixelycenter,DTRawangle,DTActualangle,DTSignaldescription,BiasName,Bias line,SQUID,SQUID_PIN,Mux chip position,x,y
XCR,XCR268,134,-2223.84,-55334.25,RowPad,6,C,B07+,-2293.842,-57404.248,6,7,C,-14779.978,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_26,SQ_26_Ch_16_+,26,-14779.978,-34779.542
XCR,XCR318,159,3076.16,-55334.25,RowPad,5,C,B07+,3006.158,-57404.248,5,7,C,-9479.978,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_41_+,26,-9479.978,-34779.542
XCR,XCR368,184,8376.16,-55334.25,RowPad,4,C,B07+,8306.158,-57404.248,4,7,C,-4179.978,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_2_+,23,-4179.978,-34779.542
XCR,XCR418,209,13676.16,-55334.25,RowPad,3,C,B07+,13606.158,-57404.248,3,7,C,1120.022,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_23,SQ_23_Ch_27_+,23,1120.022,-34779.542
XCR,XCR468,234,18976.16,-55334.25,RowPad,2,C,B07+,18906.158,-57404.248,2,7,C,6420.022,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_24,SQ_24_Ch_62_+,24,6420.022,-34779.542
XCR,XCR518,259,24276.16,-55334.25,RowPad,1,C,B07+,24206.158,-57404.248,1,7,C,11720.022,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_27,SQ_27_Ch_23_+,25,11720.022,-34779.542
XCR,XCR568,284,29196.16,-55334.25,RowPad,0,C,B07+,29126.158,-57404.248,0,7,C,17020.022,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_48_+,25,17020.022,-34779.542
XAR,XAR019,,-33558.95,52542.7,RowPad,11,A,B07-,-34987.886,53367.701,11,7,A,-9479.978,53139.281,67.5,187.5,90ghz,ULNY_B2,5,SQ_03,SQ_03_Ch_9_-,5,-9479.978,53139.281
XAR,XAR069,,-36208.95,47952.77,RowPad,10,A,B07-,-37637.886,48777.766,10,7,A,-12129.978,48549.346,22.5,142.5,90ghz,ULNY_B1,2,SQ_03,SQ_03_Ch_34_-,5,-12129.978,48549.346
XAR,XAR119,,-38858.95,43362.83,RowPad,9,A,B07-,-40287.886,44187.832,9,7,A,-14779.978,43959.412,67.5,187.5,90ghz,ULNY_B2,5,SQ_07,SQ_07_Ch_15_-,7,-14779.978,43959.412
XAR,XAR169,,-41508.95,38772.9,RowPad,8,A,B07-,-42937.886,39597.897,8,7,A,-17429.978,39369.477,22.5,142.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_40_-,7,-17429.978,39369.477
XAR,XAR219,,-44158.95,34182.96,RowPad,7,A,B07-,-45587.886,35007.962,7,7,A,-20079.978,34779.542,67.5,187.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_1_-,6,-20079.978,34779.542
XAR,XAR269,,-46808.95,29593.03,RowPad,6,A,B07-,-48237.886,30418.028,6,7,A,-22729.978,30189.608,22.5,142.5,90ghz,ULNY_B1,2,SQ_06,SQ_06_Ch_26_-,6,-22729.978,30189.608
XAR,XAR319,,-49458.95,25003.09,RowPad,5,A,B07-,-50887.886,25828.093,5,7,A,-25379.978,25599.673,67.5,187.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_51_-,6,-25379.978,25599.673
XAR,XAR369,,-52108.95,20413.16,RowPad,4,A,B07-,-53537.886,21238.158,4,7,A,-28029.978,21009.739,22.5,142.5,90ghz,ULNY_B1,2,SQ_10,SQ_10_Ch_12_-,13,-28029.978,21009.739
XAR,XAR419,,-54758.95,15823.22,RowPad,3,A,B07-,-56187.886,16648.224,3,7,A,-30679.978,16419.804,67.5,187.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_37_-,13,-30679.978,16419.804
XAR,XAR469,,-57408.95,11233.29,RowPad,2,A,B07-,-58837.886,12058.289,2,7,A,-33329.978,11829.869,22.5,142.5,90ghz,ULNY_B1,2,SQ_10,SQ_10_Ch_62_-,13,-33329.978,11829.869
XAR,XAR519,,-60058.95,6643.35,RowPad,1,A,B07-,-61487.886,7468.354,1,7,A,-35979.978,7239.935,67.5,187.5,90ghz,ULNY_B2,5,SQ_11,SQ_11_Ch_23_-,12,-35979.978,7239.935
XAR,XAR569,,-62518.95,2382.51,RowPad,0,A,B07-,-63947.886,3207.509,0,7,A,-38629.978,2650,22.5,142.5,90ghz,ULNY_B1,2,SQ_11,SQ_11_Ch_48_-,12,-38629.978,2650
XBR,XBR019,,62282.79,2791.55,RowPad,11,B,B07-,63711.728,3616.548,11,7,B,50759.956,-18359.739,67.5,67.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_9_-,11,50759.956,-18359.739
XBR,XBR069,,59632.79,7381.48,RowPad,10,B,B07-,61061.728,8206.482,10,7,B,48109.956,-13769.804,22.5,22.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_34_-,11,48109.956,-13769.804
XBR,XBR119,,56982.79,11971.42,RowPad,9,B,B07-,58411.728,12796.417,9,7,B,45459.956,-9179.869,67.5,67.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_59_-,11,45459.956,-9179.869
XBR,XBR169,,54332.79,16561.35,RowPad,8,B,B07-,55761.728,17386.351,8,7,B,42809.956,-4589.935,22.5,22.5,90ghz,URNY_B1,0,SQ_13,SQ_13_Ch_20_-,10,42809.956,-4589.935
XBR,XBR219,,51682.79,21151.29,RowPad,7,B,B07-,53111.728,21976.286,7,7,B,40159.956,0,67.5,67.5,90ghz,URNY_B2,3,SQ_13,SQ_13_Ch_45_-,10,40159.956,0
XBR,XBR269,,49032.79,25741.22,RowPad,6,B,B07-,50461.728,26566.221,6,7,B,37509.956,4589.935,22.5,22.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_6_-,9,37509.956,4589.935
XBR,XBR319,,46382.79,30331.16,RowPad,5,B,B07-,47811.728,31156.155,5,7,B,34859.956,9179.869,67.5,67.5,90ghz,URNY_B2,3,SQ_09,SQ_09_Ch_31_-,9,34859.956,9179.869
XBR,XBR369,,43732.79,34921.09,RowPad,4,B,B07-,45161.728,35746.09,4,7,B,32209.956,13769.804,22.5,22.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_56_-,9,32209.956,13769.804
XBR,XBR419,,41082.79,39511.03,RowPad,3,B,B07-,42511.728,40336.025,3,7,B,29559.956,18359.739,67.5,67.5,90ghz,URNY_B2,3,SQ_08,SQ_08_Ch_17_-,8,29559.956,18359.739
XBR,XBR469,,38432.79,44100.96,RowPad,2,B,B07-,39861.728,44925.959,2,7,B,26909.956,22949.673,22.5,22.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_42_-,8,26909.956,22949.673
XBR,XBR519,,35782.79,48690.9,RowPad,1,B,B07-,37211.728,49515.894,1,7,B,24259.956,27539.608,67.5,67.5,90ghz,URNY_B2,3,SQ_05,SQ_05_Ch_23_-,3,24259.956,27539.608
XBR,XBR569,,33322.79,52951.74,RowPad,0,B,B07-,34751.728,53776.739,0,7,B,21609.956,32129.542,22.5,22.5,90ghz,URNY_B1,0,SQ_05,SQ_05_Ch_48_-,3,21609.956,32129.542
XCR,XCR019,,-28723.84,-55334.25,RowPad,11,C,B07-,-28723.842,-56984.248,11,7,C,-41279.978,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_9_-,27,-41279.978,-34779.542
XCR,XCR069,,-23423.84,-55334.25,RowPad,10,C,B07-,-23423.842,-56984.248,10,7,C,-35979.978,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_34_-,27,-35979.978,-34779.542
XCR,XCR119,,-18123.84,-55334.25,RowPad,9,C,B07-,-18123.842,-56984.248,9,7,C,-30679.978,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_59_-,27,-30679.978,-34779.542
XCR,XCR169,,-12823.84,-55334.25,RowPad,8,C,B07-,-12823.842,-56984.248,8,7,C,-25379.978,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_22,SQ_22_Ch_20_-,22,-25379.978,-34779.542
XCR,XCR219,,-7523.84,-55334.25,RowPad,7,C,B07-,-7523.842,-56984.248,7,7,C,-20079.978,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_23,SQ_23_Ch_55_-,23,-20079.978,-34779.542
XCR,XCR269,,-2223.84,-55334.25,RowPad,6,C,B07-,-2223.842,-56984.248,6,7,C,-14779.978,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_26,SQ_26_Ch_16_-,26,-14779.978,-34779.542
XCR,XCR319,,3076.16,-55334.25,RowPad,5,C,B07-,3076.158,-56984.248,5,7,C,-9479.978,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_41_-,26,-9479.978,-34779.542
XCR,XCR369,,8376.16,-55334.25,RowPad,4,C,B07-,8376.158,-56984.248,4,7,C,-4179.978,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_2_-,23,-4179.978,-34779.542
XCR,XCR419,,13676.16,-55334.25,RowPad,3,C,B07-,13676.158,-56984.248,3,7,C,1120.022,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_23,SQ_23_Ch_27_-,23,1120.022,-34779.542
XCR,XCR469,,18976.16,-55334.25,RowPad,2,C,B07-,18976.158,-56984.248,2,7,C,6420.022,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_24,SQ_24_Ch_62_-,24,6420.022,-34779.542
XCR,XCR519,,24276.16,-55334.25,RowPad,1,C,B07-,24276.158,-56984.248,1,7,C,11720.022,-34779.542,67.5,-52.5,90ghz,LNY_B2,7,SQ_27,SQ_27_Ch_23_-,25,11720.022,-34779.542
XCR,XCR569,,29196.16,-55334.25,RowPad,0,C,B07-,29196.158,-56984.248,0,7,C,17020.022,-34779.542,22.5,-97.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_48_-,25,17020.022,-34779.542
XAR,XAR022,11,-33698.95,52300.21,RowPad,11,A,B06+,-35456.616,53395.835,11,6,A,-4179.978,53139.281,22.5,142.5,90ghz,ULNY_B2,5,SQ_03,SQ_03_Ch_11_+,5,-4179.978,53139.281
XAR,XAR072,36,-36348.95,47710.28,RowPad,10,A,B06+,-38106.616,48805.901,10,6,A,-6829.978,48549.346,67.5,187.5,90ghz,ULNY_B1,2,SQ_03,SQ_03_Ch_36_+,5,-6829.978,48549.346
XAR,XAR122,61,-38998.95,43120.34,RowPad,9,A,B06+,-40756.616,44215.966,9,6,A,-9479.978,43959.412,22.5,142.5,90ghz,ULNY_B2,5,SQ_07,SQ_07_Ch_17_+,7,-9479.978,43959.412
XAR,XAR172,86,-41648.95,38530.41,RowPad,8,A,B06+,-43406.616,39626.032,8,6,A,-12129.978,39369.477,67.5,187.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_42_+,7,-12129.978,39369.477
XAR,XAR222,111,-44298.95,33940.47,RowPad,7,A,B06+,-46056.616,35036.097,7,6,A,-14779.978,34779.542,22.5,142.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_3_+,6,-14779.978,34779.542
XAR,XAR272,136,-46948.95,29350.54,RowPad,6,A,B06+,-48706.616,30446.162,6,6,A,-17429.978,30189.608,67.5,187.5,90ghz,ULNY_B1,2,SQ_06,SQ_06_Ch_28_+,6,-17429.978,30189.608
XAR,XAR322,161,-49598.95,24760.61,RowPad,5,A,B06+,-51356.616,25856.228,5,6,A,-20079.978,25599.673,22.5,142.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_53_+,6,-20079.978,25599.673
XAR,XAR372,186,-52248.95,20170.67,RowPad,4,A,B06+,-54006.616,21266.293,4,6,A,-22729.978,21009.739,67.5,187.5,90ghz,ULNY_B1,2,SQ_10,SQ_10_Ch_14_+,13,-22729.978,21009.739
XAR,XAR422,211,-54898.95,15580.74,RowPad,3,A,B06+,-56656.616,16676.358,3,6,A,-25379.978,16419.804,22.5,142.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_39_+,13,-25379.978,16419.804
XAR,XAR472,236,-57548.95,10990.8,RowPad,2,A,B06+,-59306.616,12086.424,2,6,A,-28029.978,11829.869,67.5,187.5,90ghz,ULNY_B1,2,SQ_11,SQ_11_Ch_0_+,12,-28029.978,11829.869
XAR,XAR522,261,-60198.95,6400.87,RowPad,1,A,B06+,-61956.616,7496.489,1,6,A,-30679.978,7239.935,22.5,142.5,90ghz,ULNY_B2,5,SQ_11,SQ_11_Ch_25_+,12,-30679.978,7239.935
XAR,XAR572,286,-62658.95,2140.02,RowPad,0,A,B06+,-64416.616,3235.644,0,6,A,-33329.978,2650,67.5,187.5,90ghz,ULNY_B1,2,SQ_11,SQ_11_Ch_50_+,12,-33329.978,2650
XBR,XBR022,11,62142.79,3034.04,RowPad,11,B,B06+,63970.458,4008.413,11,6,B,48109.956,-22949.673,22.5,22.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_11_+,11,48109.956,-22949.673
XBR,XBR072,36,59492.79,7623.97,RowPad,10,B,B06+,61320.458,8598.348,10,6,B,45459.956,-18359.739,67.5,67.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_36_+,11,45459.956,-18359.739
XBR,XBR122,61,56842.79,12213.91,RowPad,9,B,B06+,58670.458,13188.282,9,6,B,42809.956,-13769.804,22.5,22.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_61_+,11,42809.956,-13769.804
XBR,XBR172,86,54192.79,16803.84,RowPad,8,B,B06+,56020.458,17778.217,8,6,B,40159.956,-9179.869,67.5,67.5,90ghz,URNY_B1,0,SQ_13,SQ_13_Ch_22_+,10,40159.956,-9179.869
XBR,XBR222,111,51542.79,21393.78,RowPad,7,B,B06+,53370.458,22368.151,7,6,B,37509.956,-4589.935,22.5,22.5,90ghz,URNY_B2,3,SQ_13,SQ_13_Ch_47_+,10,37509.956,-4589.935
XBR,XBR272,136,48892.79,25983.71,RowPad,6,B,B06+,50720.458,26958.086,6,6,B,34859.956,0,67.5,67.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_8_+,9,34859.956,0
XBR,XBR322,161,46242.79,30573.64,RowPad,5,B,B06+,48070.458,31548.021,5,6,B,32209.956,4589.935,22.5,22.5,90ghz,URNY_B2,3,SQ_09,SQ_09_Ch_33_+,9,32209.956,4589.935
XBR,XBR372,186,43592.79,35163.58,RowPad,4,B,B06+,45420.458,36137.955,4,6,B,29559.956,9179.869,67.5,67.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_58_+,9,29559.956,9179.869
XBR,XBR422,211,40942.79,39753.51,RowPad,3,B,B06+,42770.458,40727.89,3,6,B,26909.956,13769.804,22.5,22.5,90ghz,URNY_B2,3,SQ_08,SQ_08_Ch_19_+,8,26909.956,13769.804
XBR,XBR472,236,38292.79,44343.45,RowPad,2,B,B06+,40120.458,45317.825,2,6,B,24259.956,18359.739,67.5,67.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_44_+,8,24259.956,18359.739
XBR,XBR522,261,35642.79,48933.38,RowPad,1,B,B06+,37470.458,49907.759,1,6,B,21609.956,22949.673,22.5,22.5,90ghz,URNY_B2,3,SQ_05,SQ_05_Ch_25_+,3,21609.956,22949.673
XBR,XBR572,286,33182.79,53194.23,RowPad,0,B,B06+,35010.458,54168.604,0,6,B,18959.956,27539.608,67.5,67.5,90ghz,URNY_B1,0,SQ_05,SQ_05_Ch_50_+,3,18959.956,27539.608
XCR,XCR022,11,-28443.84,-55334.25,RowPad,11,C,B06+,-28513.842,-57404.248,11,6,C,-43929.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_11_+,27,-43929.978,-30189.608
XCR,XCR072,36,-23143.84,-55334.25,RowPad,10,C,B06+,-23213.842,-57404.248,10,6,C,-38629.978,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_36_+,27,-38629.978,-30189.608
XCR,XCR122,61,-17843.84,-55334.25,RowPad,9,C,B06+,-17913.842,-57404.248,9,6,C,-33329.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_61_+,27,-33329.978,-30189.608
XCR,XCR172,86,-12543.84,-55334.25,RowPad,8,C,B06+,-12613.842,-57404.248,8,6,C,-28029.978,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_32_+,23,-28029.978,-30189.608
XCR,XCR222,111,-7243.84,-55334.25,RowPad,7,C,B06+,-7313.842,-57404.248,7,6,C,-22729.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_23,SQ_23_Ch_57_+,23,-22729.978,-30189.608
XCR,XCR272,136,-1943.84,-55334.25,RowPad,6,C,B06+,-2013.842,-57404.248,6,6,C,-17429.978,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_26,SQ_26_Ch_18_+,26,-17429.978,-30189.608
XCR,XCR322,161,3356.16,-55334.25,RowPad,5,C,B06+,3286.158,-57404.248,5,6,C,-12129.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_43_+,26,-12129.978,-30189.608
XCR,XCR372,186,8656.16,-55334.25,RowPad,4,C,B06+,8586.158,-57404.248,4,6,C,-6829.978,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_4_+,23,-6829.978,-30189.608
XCR,XCR422,211,13956.16,-55334.25,RowPad,3,C,B06+,13886.158,-57404.248,3,6,C,-1529.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_23,SQ_23_Ch_29_+,23,-1529.978,-30189.608
XCR,XCR472,236,19256.16,-55334.25,RowPad,2,C,B06+,19186.158,-57404.248,2,6,C,3770.022,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_0_+,25,3770.022,-30189.608
XCR,XCR522,261,24556.16,-55334.25,RowPad,1,C,B06+,24486.158,-57404.248,1,6,C,9070.022,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_27,SQ_27_Ch_25_+,25,9070.022,-30189.608
XCR,XCR572,286,29476.16,-55334.25,RowPad,0,C,B06+,29406.158,-57404.248,0,6,C,14370.022,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_50_+,25,14370.022,-30189.608
XAR,XAR023,,-33698.95,52300.21,RowPad,11,A,B06-,-35127.886,53125.214,11,6,A,-4179.978,53139.281,22.5,142.5,90ghz,ULNY_B2,5,SQ_03,SQ_03_Ch_11_-,5,-4179.978,53139.281
XAR,XAR073,,-36348.95,47710.28,RowPad,10,A,B06-,-37777.886,48535.279,10,6,A,-6829.978,48549.346,67.5,187.5,90ghz,ULNY_B1,2,SQ_03,SQ_03_Ch_36_-,5,-6829.978,48549.346
XAR,XAR123,,-38998.95,43120.34,RowPad,9,A,B06-,-40427.886,43945.344,9,6,A,-9479.978,43959.412,22.5,142.5,90ghz,ULNY_B2,5,SQ_07,SQ_07_Ch_17_-,7,-9479.978,43959.412
XAR,XAR173,,-41648.95,38530.41,RowPad,8,A,B06-,-43077.886,39355.41,8,6,A,-12129.978,39369.477,67.5,187.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_42_-,7,-12129.978,39369.477
XAR,XAR223,,-44298.95,33940.47,RowPad,7,A,B06-,-45727.886,34765.475,7,6,A,-14779.978,34779.542,22.5,142.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_3_-,6,-14779.978,34779.542
XAR,XAR273,,-46948.95,29350.54,RowPad,6,A,B06-,-48377.886,30175.541,6,6,A,-17429.978,30189.608,67.5,187.5,90ghz,ULNY_B1,2,SQ_06,SQ_06_Ch_28_-,6,-17429.978,30189.608
XAR,XAR323,,-49598.95,24760.61,RowPad,5,A,B06-,-51027.886,25585.606,5,6,A,-20079.978,25599.673,22.5,142.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_53_-,6,-20079.978,25599.673
XAR,XAR373,,-52248.95,20170.67,RowPad,4,A,B06-,-53677.886,20995.671,4,6,A,-22729.978,21009.739,67.5,187.5,90ghz,ULNY_B1,2,SQ_10,SQ_10_Ch_14_-,13,-22729.978,21009.739
XAR,XAR423,,-54898.95,15580.74,RowPad,3,A,B06-,-56327.886,16405.737,3,6,A,-25379.978,16419.804,22.5,142.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_39_-,13,-25379.978,16419.804
XAR,XAR473,,-57548.95,10990.8,RowPad,2,A,B06-,-58977.886,11815.802,2,6,A,-28029.978,11829.869,67.5,187.5,90ghz,ULNY_B1,2,SQ_11,SQ_11_Ch_0_-,12,-28029.978,11829.869
XAR,XAR523,,-60198.95,6400.87,RowPad,1,A,B06-,-61627.886,7225.867,1,6,A,-30679.978,7239.935,22.5,142.5,90ghz,ULNY_B2,5,SQ_11,SQ_11_Ch_25_-,12,-30679.978,7239.935
XAR,XAR573,,-62658.95,2140.02,RowPad,0,A,B06-,-64087.886,2965.022,0,6,A,-33329.978,2650,67.5,187.5,90ghz,ULNY_B1,2,SQ_11,SQ_11_Ch_50_-,12,-33329.978,2650
XBR,XBR023,,62142.79,3034.04,RowPad,11,B,B06-,63571.728,3859.035,11,6,B,48109.956,-22949.673,22.5,22.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_11_-,11,48109.956,-22949.673
XBR,XBR073,,59492.79,7623.97,RowPad,10,B,B06-,60921.728,8448.969,10,6,B,45459.956,-18359.739,67.5,67.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_36_-,11,45459.956,-18359.739
XBR,XBR123,,56842.79,12213.91,RowPad,9,B,B06-,58271.728,13038.904,9,6,B,42809.956,-13769.804,22.5,22.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_61_-,11,42809.956,-13769.804
XBR,XBR173,,54192.79,16803.84,RowPad,8,B,B06-,55621.728,17628.839,8,6,B,40159.956,-9179.869,67.5,67.5,90ghz,URNY_B1,0,SQ_13,SQ_13_Ch_22_-,10,40159.956,-9179.869
XBR,XBR223,,51542.79,21393.78,RowPad,7,B,B06-,52971.728,22218.773,7,6,B,37509.956,-4589.935,22.5,22.5,90ghz,URNY_B2,3,SQ_13,SQ_13_Ch_47_-,10,37509.956,-4589.935
XBR,XBR273,,48892.79,25983.71,RowPad,6,B,B06-,50321.728,26808.708,6,6,B,34859.956,0,67.5,67.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_8_-,9,34859.956,0
XBR,XBR323,,46242.79,30573.64,RowPad,5,B,B06-,47671.728,31398.642,5,6,B,32209.956,4589.935,22.5,22.5,90ghz,URNY_B2,3,SQ_09,SQ_09_Ch_33_-,9,32209.956,4589.935
XBR,XBR373,,43592.79,35163.58,RowPad,4,B,B06-,45021.728,35988.577,4,6,B,29559.956,9179.869,67.5,67.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_58_-,9,29559.956,9179.869
XBR,XBR423,,40942.79,39753.51,RowPad,3,B,B06-,42371.728,40578.512,3,6,B,26909.956,13769.804,22.5,22.5,90ghz,URNY_B2,3,SQ_08,SQ_08_Ch_19_-,8,26909.956,13769.804
XBR,XBR473,,38292.79,44343.45,RowPad,2,B,B06-,39721.728,45168.446,2,6,B,24259.956,18359.739,67.5,67.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_44_-,8,24259.956,18359.739
XBR,XBR523,,35642.79,48933.38,RowPad,1,B,B06-,37071.728,49758.381,1,6,B,21609.956,22949.673,22.5,22.5,90ghz,URNY_B2,3,SQ_05,SQ_05_Ch_25_-,3,21609.956,22949.673
XBR,XBR573,,33182.79,53194.23,RowPad,0,B,B06-,34611.728,54019.226,0,6,B,18959.956,27539.608,67.5,67.5,90ghz,URNY_B1,0,SQ_05,SQ_05_Ch_50_-,3,18959.956,27539.608
XCR,XCR023,,-28443.84,-55334.25,RowPad,11,C,B06-,-28443.842,-56984.248,11,6,C,-43929.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_11_-,27,-43929.978,-30189.608
XCR,XCR073,,-23143.84,-55334.25,RowPad,10,C,B06-,-23143.842,-56984.248,10,6,C,-38629.978,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_36_-,27,-38629.978,-30189.608
XCR,XCR123,,-17843.84,-55334.25,RowPad,9,C,B06-,-17843.842,-56984.248,9,6,C,-33329.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_61_-,27,-33329.978,-30189.608
XCR,XCR173,,-12543.84,-55334.25,RowPad,8,C,B06-,-12543.842,-56984.248,8,6,C,-28029.978,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_32_-,23,-28029.978,-30189.608
XCR,XCR223,,-7243.84,-55334.25,RowPad,7,C,B06-,-7243.842,-56984.248,7,6,C,-22729.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_23,SQ_23_Ch_57_-,23,-22729.978,-30189.608
XCR,XCR273,,-1943.84,-55334.25,RowPad,6,C,B06-,-1943.842,-56984.248,6,6,C,-17429.978,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_26,SQ_26_Ch_18_-,26,-17429.978,-30189.608
XCR,XCR323,,3356.16,-55334.25,RowPad,5,C,B06-,3356.158,-56984.248,5,6,C,-12129.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_43_-,26,-12129.978,-30189.608
XCR,XCR373,,8656.16,-55334.25,RowPad,4,C,B06-,8656.158,-56984.248,4,6,C,-6829.978,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_4_-,23,-6829.978,-30189.608
XCR,XCR423,,13956.16,-55334.25,RowPad,3,C,B06-,13956.158,-56984.248,3,6,C,-1529.978,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_23,SQ_23_Ch_29_-,23,-1529.978,-30189.608
XCR,XCR473,,19256.16,-55334.25,RowPad,2,C,B06-,19256.158,-56984.248,2,6,C,3770.022,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_0_-,25,3770.022,-30189.608
XCR,XCR523,,24556.16,-55334.25,RowPad,1,C,B06-,24556.158,-56984.248,1,6,C,9070.022,-30189.608,22.5,-97.5,90ghz,LNY_B2,7,SQ_27,SQ_27_Ch_25_-,25,9070.022,-30189.608
XCR,XCR573,,29476.16,-55334.25,RowPad,0,C,B06-,29476.158,-56984.248,0,6,C,14370.022,-30189.608,67.5,-52.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_50_-,25,14370.022,-30189.608
XAR,XAR026,13,-33838.95,52057.73,RowPad,11,A,B05+,-35596.616,53153.348,11,5,A,1120.022,53139.281,67.5,187.5,90ghz,ULNY_B2,5,SQ_03,SQ_03_Ch_13_+,5,1120.022,53139.281
XAR,XAR076,38,-36488.95,47467.79,RowPad,10,A,B05+,-38246.616,48563.414,10,5,A,-1529.978,48549.346,22.5,142.5,90ghz,ULNY_B1,2,SQ_03,SQ_03_Ch_38_+,5,-1529.978,48549.346
