5706.8280,54,311,-1
5713.3780,55,15,-1
5715.2540,56,271,-1
5717.1340,56,335,-1
5719.8260,57,47,-1
5722.2840,57,111,-1
5724.4980,58,303,-1
5726.5380,58,367,-1
5727.8720,58,431,-1
5730.1120,59,31,-1
5731.7040,59,95,-1
5733.9560,60,287,-1
5736.7920,60,351,-1
5744.0360,62,319,-1
5747.1940,62,383,-1
5748.5720,63,0,-1
5751.0420,63,64,-1
5753.2300,64,256,-1
5756.0940,64,320,-1
5758.7660,65,32,-1
5759.4800,65,96,-1
5760.3680,65,160,-1
5761.0860,65,224,-1
5763.4660,66,288,-1
5765.3460,66,352,-1
5768.0900,67,16,-1
5785.0320,70,304,-1
5787.0280,71,8,-1
5789.6240,71,72,-1
5791.3940,72,264,-1
5793.6640,72,328,-1
5795.8300,73,40,-1
5796.7260,73,104,-1
5798.8140,73,168,-1
5799.4000,73,232,-1
5801.8240,74,296,-1
5804.2880,74,360,-1
5805.6840,75,24,-1
5809.0300,75,88,-1
5816.0320,77,56,-1
5819.5200,77,120,-1
5821.2320,78,312,-1
5823.9780,78,376,-1
5825.7680,79,4,-1
5827.7420,79,68,-1
5829.6520,80,260,-1
5830.1440,80,324,-1
5832.0180,80,388,-1
5833.8140,80,452,-1
5835.6580,81,36,-1
5837.9780,81,100,-1
5840.8460,82,292,-1
5844.2660,83,20,-1
5849.6740,84,276,-1
5850.8880,84,340,-1
5852.0980,84,404,-1
5854.0120,85,52,-1
5856.0900,85,116,-1
5858.5180,86,308,-1
5862.8300,87,12,-1
5864.7160,87,76,-1
5866.5340,87,140,-1
5868.2420,88,268,-1
5869.5740,88,332,-1
5871.4960,88,396,-1
5874.6380,89,44,-1
5877.8500,90,300,-1
5879.9620,90,364,-1
5881.1300,90,428,-1
5883.3920,91,28,-1
5888.1520,92,284,-1
5890.2760,92,348,-1
5893.5840,93,60,-1
5896.4460,94,316,-1
5898.0120,94,380,-1
5899.7580,94,444,-1
5901.5400,95,2,-1
5903.6320,95,66,-1
5905.9580,95,130,-1
5908.3020,96,258,-1
5909.6100,96,322,-1
5918.5860,98,290,-1
5919.9820,98,354,-1
5921.5180,99,18,-1
5925.7700,100,274,-1
5930.2480,101,50,-1
5932.4520,101,114,-1
5934.3040,101,178,-1
5935.5400,102,306,-1
5937.5560,102,370,-1
5939.2240,102,434,-1
5940.6700,103,10,-1
5942.5120,103,74,-1
5945.3580,104,266,-1
5949.8260,105,42,-1
5952.5800,105,106,-1
5953.5700,105,170,-1
5956.6760,106,298,-1
5961.4620,107,26,-1
5964.9340,108,282,-1
5966.4020,108,346,-1
5968.8920,109,58,-1
5971.1660,109,122,-1
5972.5880,109,186,-1
5974.3100,110,314,-1
5977.0660,110,378,-1
5979.1720,111,6,-1
5981.9480,111,70,-1
