Band,Pad,Index,Design Frequency,Frequency Shift,UMM Frequency,UFM Frequency Shift
4,12,36,4658040714,65886101.7,4723926816,-6700000
4,16,37,4659911429,66200566.17,4726111995,-6700000
4,20,38,4661782143,64961480.59,4726743623,-6700000
4,24,39,4663652857,65685605.32,4729338462,-6700000
4,28,40,4665523571,68974521.15,4734498093,-6700000
4,32,41,4667394286,71556444.39,4738950730,-6700000
4,36,42,4669265000,70097190.37,4739362190,-6700000
4,40,43,4671135714,68505004.19,4739640718,-6700000
4,44,44,4673006429,69933613.77,4742940042,-6700000
4,48,45,4674877143,70832150.8,4745709294,-6700000
4,52,46,4676747857,73469753.09,4750217610,-6700000
4,56,47,4678618571,72165271.7,4750783843,-6700000
4,60,48,4680489286,73514068.52,4754003354,-6700000
4,64,49,4682360000,71917391.3,4754277391,-6700000
4,2,50,4686082143,69059421.63,4755141564,-6700000
4,6,51,4687952857,69207630.34,4757160487,-6700000
4,10,52,4689823571,70038178.67,4759861750,-6700000
4,14,53,4691694286,68569718.83,4760264005,-6700000
4,18,54,4693565000,68314941.28,4761879941,-6700000
4,22,55,4695435714,67945445.11,4763381159,-6700000
4,26,56,4697306429,71103869.32,4768410298,-6700000
4,30,57,4699177143,72324217.45,4771501360,-6700000
4,34,58,4701047857,71015165.43,4772063023,-6700000
4,38,59,4702918571,69825163.95,4772743735,-6700000
4,42,60,4704789286,71367934.63,4776157220,-6700000
4,46,61,4706660000,74215614.63,4780875615,-6700000
4,50,62,4708530714,78004651.25,4786535366,-6700000
4,54,63,4710401429,79568509.65,4789969938,-6700000
4,58,64,4712272143,89073844.39,4801345987,-6700000
4,62,65,4714142857,90263816.89,4804406674,-6700000
5,-1,0,4718142857,109584156,4827727013,-6700000
5,3,1,4720013571,111827718.7,4831841290,-6700000
5,7,2,4721884286,111349478.8,4833233765,-6700000
5,11,3,4723755000,110746926,4834501926,-6700000
5,15,4,4725625714,110674124.3,4836299839,-6700000
5,19,5,4727496429,110702936.9,4838199365,-6700000
5,23,6,4729367143,109742729.8,4839109873,-6700000
5,27,7,4731237857,108586082.9,4839823940,-6700000
5,31,8,4733108571,106860063.2,4839968635,-6700000
5,35,9,4734979286,105538506.7,4840517792,-6700000
5,39,10,4736850000,106325916.3,4843175916,-6700000
5,43,11,4738720714,105891755.3,4844612470,-6700000
5,47,12,4740591429,106665848.1,4847257277,-6700000
5,51,13,4742462143,105240720.4,4847702863,-6700000
5,55,14,4744332857,106517908.5,4850850766,-6700000
5,59,15,4746203571,109233493.6,4855437065,-6700000
5,63,16,4748074286,110362576.9,4858436863,-6700000
5,1,17,4751796429,110356390.3,4862152819,-9100000
5,5,18,4753667143,109977413.2,4863644556,-9100000
5,9,19,4755537857,110034945.7,4865572803,-9100000
5,13,20,4757408571,109496033.3,4866904605,-9100000
5,17,21,4759279286,109094798.3,4868374084,-9100000
5,21,22,4761150000,109069999.8,4870220000,-5300000
5,25,23,4763020714,108510246,4871530960,-5300000
5,29,24,4764891429,106979403,4871870832,-5300000
5,33,25,4766762143,105942510.9,4872704654,-5300000
5,37,26,4768632857,106234069,4874866926,-5300000
5,41,27,4770503571,106608217.6,4877111789,-5300000
5,45,28,4772374286,106745767.2,4879120053,-5300000
5,49,29,4774245000,105478791.8,4879723792,-5300000
5,53,30,4776115714,105923341.3,4882039056,-5300000
5,57,31,4777986429,107408262.5,4885394691,-5300000
5,61,32,4779857143,110265307.9,4890122451,-5300000
5,0,33,4785857143,116341179.1,4902198322,-5300000
5,4,34,4787727857,115560086.5,4903287944,-5300000
5,8,35,4789598571,115479734.9,4905078306,-5300000
5,12,36,4791469286,115094074.5,4906563360,-5300000
5,16,37,4793340000,114620275.7,4907960276,-5300000
5,24,39,4797081429,112484079.4,4909565508,-5300000
5,28,40,4798952143,111840012.9,4910792156,-5300000
5,32,41,4800822857,110716917.3,4911539774,-5300000
5,36,42,4802693571,109427738.2,4912121310,-5300000
5,40,43,4804564286,108429079,4912993365,-5300000
5,44,44,4806435000,109295449.6,4915730450,-5300000
5,48,45,4808305714,108824749.8,4917130464,-5300000
5,52,46,4810176429,109861691.4,4920038120,-5300000
5,56,47,4812047143,111773433.8,4923820577,-5300000
5,60,48,4813917857,113770646.7,4927688504,-5300000
5,64,49,4815788571,115662714.9,4931451286,-5300000
5,2,50,4819510714,116309420.8,4935820135,-5300000
5,6,51,4821381429,116011807.3,4937393236,-5300000
5,10,52,4823252143,115376569.9,4938628713,-5300000
5,14,53,4825122857,114903271.4,4940026129,-3650000
5,18,54,4826993571,115118794.6,4942112366,-3650000
5,22,55,4828864286,114746527.7,4943610813,-3650000
5,26,56,4830735000,113779150.5,4944514151,-3650000
5,30,57,4832605714,112958563.2,4945564277,-3650000
5,34,58,4834476429,113652307.4,4948128736,-3650000
5,38,59,4836347143,112934808.7,4949281952,-3650000
5,42,60,4838217857,113430028.8,4951647886,-3650000
5,46,61,4840088571,114775921.4,4954864493,-3650000
5,50,62,4841959286,116897031.6,4958856317,-3650000
5,54,63,4843830000,118851260.5,4962681261,-3650000
5,58,64,4845700714,117816051.1,4963516765,-3650000
5,62,65,4847571429,116335068.1,4963906497,-3650000
6,-1,0,4851571429,81213610.45,4932785039,-3650000
6,3,1,4853442143,81528504.62,4934970647,-3650000
6,7,2,4855312857,84019477.91,4939332335,-3650000
6,11,3,4857183571,86253160.39,4943436732,-3650000
6,15,4,4859054286,88079818.55,4947134104,-3650000
6,19,5,4860925000,87431605.19,4948356605,-3650000
6,23,6,4862795714,86289885.62,4949085600,-3650000
6,27,7,4864666429,89821636.02,4954488065,-3650000
6,31,8,4866537143,94914689.75,4961451833,-3650000
6,35,9,4868407857,93290092.13,4961697949,-3650000
6,39,10,4870278571,94805351.06,4965083922,-3650000
6,43,11,4872149286,93749617.23,4965898903,-3650000
6,47,12,4874020000,92306803.58,4966326804,-3650000
6,51,13,4875890714,95673079.2,4971563793,-3650000
6,55,14,4877761429,95818905.53,4973580334,-3650000
6,59,15,4879632143,98133222.4,4977765365,-3650000
6,63,16,4881502857,96741725.79,4978244583,-3650000
6,1,17,4885225000,94143246.85,4979368247,-3650000
6,5,18,4887095714,93276652.11,4980372366,-3650000
6,9,19,4888966429,92318333.01,4981284762,-3650000
6,13,20,4890837143,91449197.06,4982286340,-3650000
6,17,21,4892707857,90626020.93,4983333878,-3650000
6,21,22,4894578571,95684318.57,4990262890,-3650000
6,25,23,4896449286,103208907.2,4999658193,-3650000
6,29,24,4898320000,103711326.9,5002031327,-3650000
6,33,25,4900190714,103917868,5004108582,-3650000
6,37,26,4902061429,103763937.3,5005825366,-3650000
6,41,27,4903932143,103714195.7,5007646339,-3650000
6,45,28,4905802857,102896172.7,5008699030,-3650000
6,49,29,4907673571,102447630.6,5010121202,-3650000
6,53,30,4909544286,101089650.8,5010633937,-3650000
6,57,31,4911415000,102954036.3,5014369036,-3650000
6,61,32,4913285714,102620935.7,5015906650,-3650000
6,0,33,4919285714,99141453.61,5018427168,-3650000
6,4,34,4921156429,102241521.4,5023397950,-3650000
6,8,35,4923027143,103417515.9,5026444659,-3650000
6,12,36,4924897857,102473071.2,5027370928,-3650000
6,16,37,4926768571,102855337.9,5029623909,-3650000
6,20,38,4928639286,102597478.6,5031236764,-7500000
6,24,39,4930510000,101739767.9,5032249768,-7500000
6,28,40,4932380714,100336372.7,5032717087,-7500000
6,32,41,4934251429,100175647.6,5034427076,-7500000
6,36,42,4936122143,101756019,5037878162,-7500000
6,40,43,4937992857,101912666.3,5039905523,-7500000
6,44,44,4939863571,102134152.1,5041997724,-7500000
6,48,45,4941734286,105686478,5047420764,-7500000
6,52,46,4943605000,105756125.7,5049361126,-7500000
6,56,47,4945475714,106892899.7,5052368614,-7500000
6,60,48,4947346429,106781978.1,5054128407,-7500000
6,64,49,4949217143,105385704,5054602847,-7500000
6,2,50,4952939286,102705005.1,5055644291,-7500000
6,6,51,4954810000,102287549.8,5057097550,-7500000
6,10,52,4956680714,101467967.6,5058148682,-7500000
6,14,53,4958551429,103498345.1,5062049774,-7500000
6,18,54,4960422143,102257066.1,5062679209,-7500000
6,22,55,4962292857,102302839.2,5064595696,-7500000
6,26,56,4964163571,105031996.1,5069195568,-7500000
6,30,57,4966034286,110437336.5,5076471622,-7500000
6,34,58,4967905000,110458101.7,5078363102,-7500000
6,38,59,4969775714,110084099.6,5079859814,-7500000
6,42,60,4971646429,110161662.4,5081808091,-7500000
6,46,61,4973517143,109984997.7,5083502141,-7500000
6,54,63,4977258571,107363564.2,5084622136,-7500000
6,58,64,4979129286,108933929.5,5088063215,-7500000
6,62,65,4981000000,107517827.1,5088517827,-7500000
7,-1,0,5019000000,108958626.7,5127958627,-7500000
7,3,1,5020870714,110733539.9,5131604254,-7500000
7,7,2,5022741429,112650449.7,5135391878,-7500000
7,11,3,5024612143,114960324.1,5139572467,-7500000
7,15,4,5026482857,113987218.5,5140470076,-7500000
7,19,5,5028353571,112584861.7,5140938433,-7500000
7,23,6,5030224286,114418667,5144642953,-7500000
7,27,7,5032095000,113732445.8,5145827446,-7500000
7,31,8,5033965714,112776771.4,5146742486,-7500000
7,35,9,5035836429,111555426.3,5147391855,-7500000
7,43,11,5039577857,110648668,5150226525,-7500000
7,47,12,5041448571,110350536.1,5151799107,-7500000
7,51,13,5043319286,109535221,5152854507,-7500000
7,55,14,5045190000,108499586.5,5153689586,-7500000
7,59,15,5047060714,109371383.6,5156432098,-7500000
7,1,17,5052653571,108745486.5,5161399058,-7500000
7,5,18,5054524286,107436222.7,5161960508,-7500000
7,9,19,5056395000,109495218.9,5165890219,-7500000
7,13,20,5058265714,111846483,5170112197,-7500000
7,21,22,5062007143,117007114.5,5179014257,-7500000
7,25,23,5063877857,115575163.9,5179453021,-7500000
7,29,24,5065748571,115174292.3,5180922864,-7500000
7,33,25,5067619286,114247267.7,5181866553,-7500000
7,37,26,5069490000,114180810,5183670810,-7500000
7,41,27,5071360714,113585614.2,5184946328,-7500000
7,45,28,5073231429,112196347.1,5185427776,-7500000
7,49,29,5075102143,111630524.7,5186732668,-7500000
7,53,30,5076972857,112199434.8,5189172292,-7500000
7,0,33,5084714286,112070797.2,5196785083,-7500000
7,4,34,5086585000,113666797.1,5200251797,-7500000
7,8,35,5088455714,114054390.4,5202510105,-7500000
7,12,36,5090326429,114798855.4,5205125284,-7500000
7,16,37,5092197143,116283384.4,5208480527,-7500000
7,20,38,5094067857,115874762.7,5209942620,-7500000
7,24,39,5095938571,116306441.5,5212245013,-7500000
7,28,40,5097809286,115051124.1,5212860410,-7500000
7,32,41,5099680000,115025772.9,5214705773,-7500000
7,36,42,5101550714,115211732.7,5216762447,-7500000
7,40,43,5103421429,114553246.5,5217974675,-7500000
7,44,44,5105292143,113378030,5218670173,-7500000
7,48,45,5107162857,112751429.4,5219914287,-7500000
7,52,46,5109033571,112376593.2,5221410165,-7500000
7,56,47,5110904286,111314593.1,5222218879,-7500000
7,60,48,5112775000,110429044.4,5223204044,-7500000
7,64,49,5114645714,111899215.7,5226544930,-7500000
7,2,50,5118367857,115104675.8,5233472533,-7500000
7,6,51,5120238571,117408950.2,5237647522,-7500000
7,10,52,5122109286,116888484.4,5238997770,-7500000
7,14,53,5123980000,116010505.8,5239990506,-7500000
7,18,54,5125850714,118815274,5244665988,-7500000
7,22,55,5127721429,120502959.7,5248224388,-7500000
7,26,56,5129592143,120113842.7,5249705986,-7500000
7,30,57,5131462857,119378898.3,5250841755,-7500000
7,34,58,5133333571,118521731.5,5251855303,-7500000
7,38,59,5135204286,118278425.5,5253482711,-7500000
7,42,60,5137075000,121648370.5,5258723370,-7500000
7,46,61,5138945714,120391238.9,5259336953,-7500000
8,-1,0,5152428571,105135105.8,5257563677,-7500000
8,3,1,5154299286,105774725.1,5260074011,-7500000
8,7,2,5156170000,105165708.6,5261335709,-7500000
8,11,3,5158040714,104371029.5,5262411744,-7500000
8,15,4,5159911429,105019003.2,5264930432,-7500000
8,19,5,5161782143,104496070.7,5266278214,-7500000
8,23,6,5163652857,104779855.9,5268432713,-7500000
8,27,7,5165523571,105209703.5,5270733275,-7500000
