Band,Pad,Index,Design Frequency,Frequency Shift,UMM Frequency,UFM Frequency Shift
11,4,34,5654299286,94326392.15,5748625678,-5400000
11,12,36,5658040714,92630555.98,5750671270,-5400000
11,20,38,5661782143,93169296.61,5754951439,-5400000
11,24,39,5663652857,94586830.2,5758239687,-5400000
11,28,40,5665523571,93597789.86,5759121361,-5400000
11,32,41,5667394286,92530413.38,5759924699,-5400000
11,36,42,5669265000,94150838.55,5763415839,-5400000
11,44,44,5673006429,95732556.87,5768738985,-5400000
11,48,45,5674877143,95017558.92,5769894702,-5400000
11,52,46,5676747857,99591067.07,5776338924,-5400000
11,56,47,5678618571,100397914.1,5779016486,-5400000
11,60,48,5680489286,102049381,5782538667,-5400000
11,64,49,5682360000,101418003,5783778003,-5400000
11,6,51,5687952857,98483693.04,5786436550,-5400000
11,14,53,5691694286,97896515.22,5789590801,-5400000
11,18,54,5693565000,97529486.83,5791094487,-5400000
11,22,55,5695435714,97385439.21,5792821153,-5400000
11,26,56,5697306429,96664365.11,5793970794,-5400000
11,30,57,5699177143,95845976.37,5795023119,-5400000
11,34,58,5701047857,97776169.72,5798824027,-5400000
11,38,59,5702918571,96541530.51,5799460102,-5400000
11,42,60,5704789286,100781224.9,5805570511,-7200000
11,46,61,5706660000,99593721.93,5806253722,-7200000
12,-1,0,5718142857,95902100.47,5814044958,-7200000
12,11,3,5723755000,94812680.78,5818567681,-7200000
12,19,5,5727496429,92626596.73,5820123025,-7200000
12,23,6,5729367143,91847164.29,5821214307,-7200000
12,27,7,5731237857,92889289.26,5824127146,-7200000
12,35,9,5734979286,91271153.89,5826250440,-7200000
12,43,11,5738720714,88937836.51,5827658551,-7200000
12,47,12,5740591429,88768612.35,5829360041,-7200000
12,51,13,5742462143,89959975.14,5832422118,-7200000
12,55,14,5744332857,89853507.96,5834186365,-7200000
12,59,15,5746203571,89066100.3,5835269672,-7200000
12,63,16,5748074286,88950125.99,5837024412,-7200000
12,1,17,5751796429,86587155.21,5838383584,-7200000
12,5,18,5753667143,85704589.57,5839371732,-7200000
12,9,19,5755537857,85511273.35,5841049130,-7200000
12,13,20,5757408571,85069792.07,5842478363,-7200000
12,17,21,5759279286,85494692.4,5844773978,-7200000
12,21,22,5761150000,84974658.11,5846124658,-7200000
12,25,23,5763020714,84284631.25,5847305346,-7200000
12,29,24,5764891429,83975260.58,5848866689,-7200000
12,33,25,5766762143,96744398.06,5863506541,-7200000
12,41,27,5770503571,95591420.86,5866094992,-7200000
12,45,28,5772374286,94854707.86,5867228994,-7200000
12,49,29,5774245000,95430195.01,5869675195,-7200000
12,53,30,5776115714,93934419.5,5870050134,-7200000
12,57,31,5777986429,92660998.66,5870647427,-7200000
12,61,32,5779857143,93173669.17,5873030812,-7200000
12,0,33,5785857143,88505988.89,5874363132,-7200000
12,4,34,5787727857,88139326.47,5875867184,-7200000
12,8,35,5789598571,109400232.9,5898998804,-7200000
12,20,38,5795210714,106006536.7,5901217251,-7200000
12,24,39,5797081429,105648698.3,5902730127,-7200000
12,28,40,5798952143,105601537.2,5904553680,-7200000
12,32,41,5800822857,104459890,5905282747,-7200000
12,36,42,5802693571,103971264.3,5906664836,-7200000
12,40,43,5804564286,103566874.9,5908131161,-7200000
12,44,44,5806435000,103527368.3,5909962368,-7200000
12,48,45,5808305714,103275193.9,5911580908,-7200000
12,52,46,5810176429,106245746.2,5916422175,-7200000
12,2,50,5819510714,108771069.9,5928281784,-7200000
12,14,53,5825122857,105143233.4,5930266090,-7200000
12,18,54,5826993571,105843005.8,5932836577,-7200000
12,22,55,5828864286,105928007.7,5934792293,-7200000
12,26,56,5830735000,105535666.6,5936270667,-7200000
12,30,57,5832605714,104722724.1,5937328438,-7200000
12,34,58,5834476429,104442737.5,5938919166,-7200000
12,38,59,5836347143,104277103.2,5940624246,-7200000
12,42,60,5838217857,103454716.7,5941672574,-7200000
13,-1,0,5851571429,96577358.02,5948148787,-7200000
13,3,1,5853442143,97208536.56,5950650679,-7200000
13,7,2,5855312857,98647347.73,5953960205,-7200000
13,19,5,5860925000,101776815.1,5962701815,-7200000
13,23,6,5862795714,102032470,5964828184,-7200000
13,27,7,5864666429,102127441.6,5966793870,-7200000
13,31,8,5866537143,102104511.7,5968641655,-7200000
13,35,9,5868407857,101241973.4,5969649830,-7200000
13,39,10,5870278571,100577591.5,5970856163,-7200000
13,43,11,5872149286,99840658.9,5971989945,-7200000
13,47,12,5874020000,99262305.09,5973282305,-7200000
13,51,13,5875890714,98090007.21,5973980721,-7200000
13,55,14,5877761429,96732801.11,5974494230,-7200000
13,59,15,5879632143,95207711,5974839854,-7200000
13,63,16,5881502857,93660938.12,5975163795,-7200000
13,1,17,5885225000,90321452.33,5975546452,-7200000
13,5,18,5887095714,97834989.78,5984930704,-7200000
13,9,19,5888966429,99228466.98,5988194896,-7200000
13,13,20,5890837143,100666281.9,5991503425,-7200000
13,17,21,5892707857,101855050.9,5994562908,-7200000
13,21,22,5894578571,102565767.9,5997144339,-7200000
13,25,23,5896449286,102366324.6,5998815610,-7200000
13,29,24,5898320000,102057449.4,6000377449,-7200000
13,33,25,5900190714,102153418.2,6002344133,-7200000
13,37,26,5902061429,100783427.2,6002844856,-7200000
13,41,27,5903932143,100325501.8,6004257645,-7200000
13,45,28,5905802857,98934435.13,6004737292,-7200000
13,49,29,5907673571,99192370.27,6006865942,-7200000
13,53,30,5909544286,97885594.59,6007429880,-7200000
13,57,31,5911415000,96782301.28,6008197301,-7200000
13,0,33,5919285714,101384269.5,6020669984,-7200000
13,4,34,5921156429,101819370.3,6022975799,-7200000
13,8,35,5923027143,102353548.3,6025380691,-7200000
13,12,36,5924897857,103266718.9,6028164576,-7200000
13,16,37,5926768571,104579533,6031348104,-7200000
13,20,38,5928639286,104474592.8,6033113879,-7200000
13,24,39,5930510000,104237157.4,6034747157,-7200000
13,28,40,5932380714,103887269.8,6036267984,-7200000
13,32,41,5934251429,104013841.5,6038265270,-7200000
13,36,42,5936122143,102801885.7,6038924029,-7200000
13,48,45,5941734286,98691650.18,6040425936,-7200000
13,52,46,5943605000,99295323.4,6042900323,-7200000
13,56,47,5945475714,98820355.25,6044296070,-7200000
13,60,48,5947346429,107002788.8,6054349217,-7200000
13,6,51,5954810000,102253007.6,6057063008,-7200000
13,10,52,5956680714,108790183.6,6065470898,-7200000
13,14,53,5958551429,108503076.6,6067054505,-7200000
13,18,54,5960422143,107873623.6,6068295766,-7200000
13,22,55,5962292857,108052927,6070345784,-7200000
13,26,56,5964163571,107358792.3,6071522364,-7200000
13,42,60,5971646429,100696433.5,6072342862,-7200000
13,46,61,5973517143,102393239.6,6075910382,-7200000
